,depthsRC,IniProfile
0,-2.5,6.194469928741455
1,-7.5,6.688939571380615
2,-12.5,7.183409214019775
3,-17.5,7.6778788566589355
4,-22.5,8.172348976135254
5,-27.5,8.666818618774414
6,-32.5,9.161288261413574
7,-37.5,9.655757904052734
8,-42.5,10.150227546691895
9,-47.5,10.644698143005371
10,-52.5,10.819411277770996
11,-57.5,10.994125366210938
12,-62.5,11.168839454650879
13,-67.5,11.34355354309082
14,-72.5,11.518266677856445
15,-77.5,11.692980766296387
16,-82.5,11.867694854736328
17,-87.5,12.04240894317627
18,-92.5,12.217122077941895
19,-97.5,12.391836166381836
20,-102.5,12.90311336517334
21,-107.5,13.41439151763916
22,-112.5,13.925668716430664
23,-117.5,14.436945915222168
24,-122.5,14.948223114013672
25,-127.5,15.459500312805176
26,-132.5,15.97077751159668
27,-137.5,16.4820556640625
28,-142.5,16.993331909179688
29,-147.5,17.504610061645508
30,-152.5,19.38178253173828
31,-157.5,21.258953094482422
32,-162.5,23.136125564575195
33,-167.5,25.01329803466797
34,-175.0,28.767641067504883
35,-185.0,32.5219841003418
36,-195.0,36.276329040527344
37,-205.0,37.180747985839844
38,-215.0,38.08516311645508
39,-225.0,38.98958206176758
40,-235.0,39.89400100708008
41,-245.0,40.79841613769531
42,-255.0,40.749698638916016
43,-270.0,40.65226364135742
44,-290.0,40.55482864379883
45,-310.0,40.53691101074219
46,-330.0,40.51899337768555
47,-350.0,40.50135803222656
48,-370.0,40.48400115966797
49,-390.0,40.466644287109375
50,-410.0,40.84185028076172
51,-430.0,41.21705627441406
52,-450.0,41.59295654296875
53,-470.0,41.96955490112305
54,-490.0,42.346153259277344
55,-510.0,41.44740676879883
56,-530.0,40.54866409301758
57,-550.0,33.67235565185547
58,-570.0,20.8184814453125
59,-590.0,7.964606761932373
60,-610.0,8.097882270812988
61,-630.0,8.231158256530762
62,-650.0,8.408016204833984
63,-670.0,8.628457069396973
64,-690.0,8.848897933959961
65,-710.0,9.06933879852295
66,-730.0,9.289779663085938
67,-750.0,9.399999618530273
68,-770.0,9.399999618530273
69,-790.0,9.399999618530273
70,-810.0,9.399999618530273
71,-830.0,9.399999618530273
72,-850.0,9.399999618530273
73,-870.0,9.399999618530273
74,-890.0,9.399999618530273
75,-910.0,9.399999618530273
76,-930.0,9.399999618530273
77,-950.0,9.399999618530273
78,-970.0,9.399999618530273
79,-990.0,9.399999618530273
80,-1010.0,9.399999618530273
81,-1030.0,9.399999618530273
82,-1050.0,9.399999618530273
83,-1070.0,9.399999618530273
84,-1090.0,9.399999618530273
85,-1110.0,9.399999618530273
86,-1130.0,9.399999618530273
87,-1150.0,9.399999618530273
88,-1170.0,9.399999618530273
89,-1190.0,9.399999618530273
