,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805773399173525.8,,90220047036831.83,
2,1.0,807706926629851.9,0.0,91658573048437.12,408653547.3230773
3,1.5,813507958728515.6,0.0,94133626267016.6,1308453184.27543
4,2.0,824050568497275.0,163386057.40758896,96309226826138.6,2326737369.397481
5,2.5,838531970903749.8,1064223343.4610863,96826707211678.5,2654445220.135871
6,3.0,851897258483088.8,1621936459.4543328,95327354441500.78,2410695379.1890774
7,3.5,861428403875905.0,1550565952.8991609,94272356478150.94,2189931575.8862224
8,4.0,868359710502122.0,1218049237.8034697,94562282073009.25,2178470574.982766
9,4.5,873753494993468.4,815375230.9945166,95009519078831.11,2126563611.788304
10,5.0,878243963897172.5,548610374.3437641,95201154853816.4,2012805805.8072674
11,5.5,882096888771939.8,349062618.0512271,95493082738540.69,1926749027.6269598
12,6.0,885502828343051.2,227485396.39598393,95790647381084.25,1849828970.2500193
13,6.5,888560861507971.0,165993994.0430069,96029644472289.44,1730899502.9181552
14,7.0,891328090852368.5,131308440.34692597,96314581663770.97,1635944497.793314
15,7.5,893904536684224.8,112364831.14169645,96662020722052.88,1571967209.5747957
16,8.0,896330335608036.2,100425261.8132217,97059230281928.44,1530104323.4202008
17,8.5,898634628042381.2,93834122.11441231,97440050258115.94,1485575922.6448467
18,9.0,900842046678709.0,88433607.66925454,97779774382200.78,1433412118.3963008
