,depthsRC,IniProfile
0,-2.5,11.215521812438965
1,-7.5,12.081042289733887
2,-12.5,12.946563720703125
3,-17.5,13.812085151672363
4,-22.5,14.677606582641602
5,-27.5,15.54312801361084
6,-32.5,16.408649444580078
7,-37.5,17.274171829223633
8,-42.5,18.139692306518555
9,-47.5,19.005212783813477
10,-52.5,19.43524169921875
11,-57.5,19.86526870727539
12,-62.5,20.29529571533203
13,-67.5,20.725324630737305
14,-72.5,21.155351638793945
15,-77.5,21.585378646850586
16,-82.5,22.01540756225586
17,-87.5,22.4454345703125
18,-92.5,22.87546157836914
19,-97.5,23.30548858642578
20,-102.5,23.741676330566406
21,-107.5,24.17786407470703
22,-112.5,24.614051818847656
23,-117.5,25.05023956298828
24,-122.5,25.486425399780273
25,-127.5,25.9226131439209
26,-132.5,26.358800888061523
27,-137.5,26.79498863220215
28,-142.5,27.231176376342773
29,-147.5,27.667362213134766
30,-152.5,27.700876235961914
31,-157.5,27.73438835144043
32,-162.5,27.767900466918945
33,-167.5,27.801414489746094
34,-175.0,27.868438720703125
35,-185.0,27.93546485900879
36,-195.0,28.00248908996582
37,-205.0,28.06243896484375
38,-215.0,28.122386932373047
39,-225.0,28.182336807250977
40,-235.0,28.242284774780273
41,-245.0,28.30223274230957
42,-255.0,28.353633880615234
43,-270.0,28.456436157226562
44,-290.0,28.55923843383789
45,-310.0,28.628908157348633
46,-330.0,28.698577880859375
47,-350.0,28.769180297851562
48,-370.0,28.840717315673828
49,-390.0,28.912254333496094
50,-410.0,29.767940521240234
51,-430.0,30.623624801635742
52,-450.0,31.48057746887207
53,-470.0,32.33879470825195
54,-490.0,33.1970100402832
55,-510.0,33.49199295043945
56,-530.0,33.78697204589844
57,-550.0,34.33317565917969
58,-570.0,35.1306037902832
59,-590.0,35.92803192138672
60,-610.0,35.92094802856445
61,-630.0,35.91386413574219
62,-650.0,35.894287109375
63,-670.0,35.86222457885742
64,-690.0,35.830162048339844
65,-710.0,35.798095703125
66,-730.0,35.76603317260742
67,-750.0,35.75
68,-770.0,35.75
69,-790.0,35.75
70,-810.0,35.75
71,-830.0,35.75
72,-850.0,35.75
73,-870.0,35.75
74,-890.0,35.75
75,-910.0,35.75
76,-930.0,35.75
77,-950.0,35.75
78,-970.0,35.75
79,-990.0,35.75
80,-1010.0,35.75
81,-1030.0,35.75
82,-1050.0,35.75
83,-1070.0,35.75
84,-1090.0,35.75
85,-1110.0,35.75
86,-1130.0,35.75
87,-1150.0,35.75
88,-1170.0,35.75
89,-1190.0,35.75
