,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895885504717061.2,,493817092432470.25,
2,1.0,899235041326471.0,434376797.24359596,496159376071773.8,434376797.243596
3,1.5,907657374439655.5,1483386546.5103314,501837729975829.5,1411400209.9200525
4,2.0,920705685326485.6,3325192863.676296,510499483708851.4,2869555474.5174427
5,2.5,936122328283933.9,5357926177.199402,520221628271902.4,4395262330.262384
6,3.0,948292443236218.8,6750882061.174704,526737095755440.25,5230049805.214073
7,3.5,956936091363716.6,7614049490.249202,530542728304795.5,5696129154.599177
8,4.0,964336408081373.2,8300411641.3959255,533879001414518.3,6182061338.848979
9,4.5,970314451918355.9,8817691034.806149,536463623472949.75,6353880301.887389
10,5.0,975080264339580.4,9197310071.430843,538281614766605.6,6354148977.267252
11,5.5,979317028061943.2,9495124373.65053,539940954436687.2,6325523970.830727
12,6.0,983117851986560.0,9730016351.852068,541539456392223.25,6288240972.965797
13,6.5,986504572839164.5,9941120639.43095,543072497383542.8,6235328223.021097
14,7.0,989669736787318.6,10125990120.617428,544664182135720.6,6203832855.327833
15,7.5,992750693318653.2,10312565954.37766,546364972776231.9,6201630017.407845
16,8.0,995770527890791.8,10545640941.962818,548139715010845.5,6272903910.031681
17,8.5,998681625785759.0,10737390425.596603,549892489247561.7,6296837672.728455
18,9.0,1001476996975150.8,10951550025.913097,551569710653708.06,6346137036.73658
