,day,CS1,CS2,CS3,CS3sb,CS4,CS5,AS1,AS2,LID1,LID2
0,0.5,-0.5533415079116821,-1.0781354904174805,4.954054832458496,0.8811931610107422,-5.218974590301514,-0.5289562940597534,32.161659240722656,38.398868560791016,0.10944806039333344,0.48823416233062744
1,1.0,-1.0342326164245605,-2.550570249557495,21.116161346435547,7.761758804321289,-34.93990707397461,-1.8891279697418213,211.4011688232422,249.56983947753906,1.1913999319076538,1.6633456945419312
2,1.5,-2.6523845195770264,-4.924691677093506,43.07832717895508,22.286550521850586,-99.76182556152344,-2.5422792434692383,497.15728759765625,684.2694091796875,3.4613003730773926,2.743007183074951
3,2.0,-3.6976985931396484,-2.4623570442199707,75.08282470703125,80.51193237304688,-236.47198486328125,-2.1205031871795654,757.5585327148438,1224.284912109375,4.930054664611816,4.028532981872559
4,2.5,-1.3598506450653076,15.275840759277344,109.34803009033203,180.6781005859375,-342.86163330078125,0.3468270003795624,966.8548583984375,1450.4256591796875,3.0163679122924805,6.650494575500488
5,3.0,4.098911285400391,24.675594329833984,82.20051574707031,203.98764038085938,-275.7488098144531,7.592312812805176,1019.4570922851562,1433.9521484375,-0.12199293076992035,4.7887725830078125
6,3.5,6.334973335266113,-4.258277416229248,77.43705749511719,208.3163299560547,-182.5277557373047,11.465678215026855,942.62890625,1276.6153564453125,-1.2435405254364014,2.9864773750305176
7,4.0,0.4972724914550781,-13.72321891784668,99.97798919677734,212.811767578125,-132.2496795654297,4.95756196975708,862.8230590820312,1149.1463623046875,-0.7984161376953125,2.3700480461120605
8,4.5,-5.648873329162598,16.83116912841797,82.86408996582031,177.98045349121094,-116.20925903320312,-3.074471950531006,827.7217407226562,1063.2586669921875,-0.6050913333892822,1.6579458713531494
9,5.0,0.047398779541254044,25.43523406982422,58.131805419921875,124.11947631835938,-101.56192016601562,-5.528422832489014,816.0201416015625,998.6258544921875,-0.5242354869842529,1.010886788368225
10,5.5,7.498356819152832,7.606584548950195,52.54158020019531,102.57652282714844,-88.79838562011719,-1.8633668422698975,794.091796875,946.297119140625,-0.2828187346458435,0.7248066663742065
11,6.0,8.202281951904297,-8.399240493774414,51.951847076416016,102.60963439941406,-77.47012329101562,1.260737419128418,771.216796875,910.021240234375,-0.17901648581027985,0.5593678951263428
12,6.5,3.496145009994507,-4.145403861999512,49.579856872558594,98.97537231445312,-68.5195541381836,3.8869519233703613,776.5794677734375,886.693115234375,-0.17896655201911926,0.3952535390853882
13,7.0,-1.281665563583374,10.763345718383789,46.982913970947266,104.95903015136719,-66.05477905273438,2.545419692993164,833.40576171875,871.8428955078125,-0.1098828837275505,0.3002711236476898
14,7.5,-1.5190035104751587,16.150850296020508,45.89693069458008,106.1701889038086,-72.45989990234375,-1.2480019330978394,870.9840087890625,884.0484619140625,-0.03202139958739281,0.32734420895576477
15,8.0,1.8995170593261719,15.60741901397705,44.67242431640625,106.40560150146484,-84.03080749511719,-3.165893793106079,876.473876953125,918.0833740234375,0.021289998665452003,0.3763442635536194
16,8.5,4.571832656860352,15.604928970336914,41.574832916259766,105.23728942871094,-90.01848602294922,-2.907975435256958,873.7608642578125,940.793701171875,0.038729920983314514,0.35948672890663147
17,9.0,5.0926055908203125,16.447017669677734,38.83940887451172,99.81836700439453,-89.21238708496094,-2.059290885925293,873.0005493164062,949.427490234375,0.04163096472620964,0.3097038269042969
