,depthsRC,IniProfile
0,-2.5,9.774871826171875
1,-7.5,13.984329223632812
2,-12.5,18.19378662109375
3,-17.5,22.403244018554688
4,-22.5,25.44219970703125
5,-27.5,28.481157302856445
6,-32.5,29.31381607055664
7,-37.5,30.146474838256836
8,-42.5,30.97913360595703
9,-47.5,31.811792373657227
10,-52.5,32.946556091308594
11,-57.5,34.08131790161133
12,-62.5,35.21607971191406
13,-67.5,36.35084533691406
14,-72.5,37.210792541503906
15,-77.5,38.07073974609375
16,-82.5,38.930686950683594
17,-87.5,39.7906379699707
18,-92.5,40.65058517456055
19,-97.5,41.51053237915039
20,-102.5,42.1220817565918
21,-107.5,42.73362731933594
22,-112.5,43.345176696777344
23,-117.5,43.95672607421875
24,-122.5,44.568275451660156
25,-127.5,45.1798210144043
26,-132.5,45.7913703918457
27,-137.5,46.40291976928711
28,-142.5,47.01446533203125
29,-147.5,47.626014709472656
30,-152.5,47.86221694946289
31,-157.5,48.098419189453125
32,-162.5,48.33462142944336
33,-167.5,48.570823669433594
34,-175.0,49.89524459838867
35,-185.0,51.21966552734375
36,-195.0,52.54408264160156
37,-205.0,53.44194793701172
38,-215.0,54.339813232421875
39,-225.0,55.2376823425293
40,-235.0,56.13554763793945
41,-245.0,57.03341293334961
42,-255.0,57.931278228759766
43,-270.0,59.72700881958008
44,-290.0,61.52273941040039
45,-310.0,63.83505630493164
46,-330.0,66.14737701416016
47,-350.0,68.4596939086914
48,-370.0,70.77201843261719
49,-390.0,73.08433532714844
50,-410.0,74.69183349609375
51,-430.0,76.29933166503906
52,-450.0,77.90682220458984
53,-470.0,79.51432037353516
54,-490.0,81.12181854248047
55,-510.0,82.93099212646484
56,-530.0,84.74017333984375
57,-550.0,86.54934692382812
58,-570.0,88.35852813720703
59,-590.0,90.1677017211914
60,-610.0,92.34477996826172
61,-630.0,94.52185821533203
62,-650.0,96.69893646240234
63,-670.0,98.87600708007812
64,-690.0,101.05308532714844
65,-710.0,103.15290832519531
66,-730.0,105.25273895263672
67,-750.0,107.3525619506836
68,-770.0,109.452392578125
69,-790.0,111.55221557617188
70,-810.0,113.03602600097656
71,-830.0,114.51982879638672
72,-850.0,116.0036392211914
73,-870.0,117.48744201660156
74,-890.0,118.97125244140625
75,-910.0,120.45506286621094
76,-930.0,121.9388656616211
77,-950.0,123.42267608642578
78,-970.0,124.90648651123047
79,-990.0,126.39028930664062
80,-1010.0,127.62362670898438
81,-1030.0,128.85696411132812
82,-1050.0,130.09030151367188
83,-1070.0,131.32362365722656
84,-1090.0,132.5569610595703
85,-1110.0,133.79029846191406
86,-1130.0,135.0236358642578
87,-1150.0,136.25697326660156
88,-1170.0,137.4903106689453
89,-1190.0,138.7236328125
