,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,882067536224301.5,,480065076429223.4,
1,0.5,882280253488415.2,,480179400537614.7,
2,1.0,884636501104857.8,,481447586883389.1,
3,1.5,890926291103143.0,157951298.58252147,484832572335742.3,85964961.99224272
4,2.0,900911521341000.5,1052564580.7041447,490209905188115.94,572858058.0636353
5,2.5,913628719372653.5,2309358614.0060077,497067115046741.7,1224681647.56879
6,3.0,925962394296943.8,3405266857.361162,503738051732838.1,1843082357.642455
7,3.5,935653264576252.1,4406525755.187431,508998911018353.5,2386271447.559374
8,4.0,943314172937727.8,4971603966.420744,513170954572266.4,2618874346.424202
9,4.5,949539286857580.2,5497531967.94726,516567548752125.75,2953593387.3078237
10,5.0,954750951194839.6,5668790972.284033,519415212370768.25,3076326473.045438
11,5.5,959251467090508.1,6037739697.776797,521878003564402.9,3184329652.9111643
12,6.0,963246971595832.8,6370243526.422331,524066322996583.0,3371998167.7152643
13,6.5,966879671759781.6,6667197589.351603,526057176168702.75,3569852708.159336
14,7.0,970248356936032.0,6800238337.916991,527904401932176.7,3676585410.084484
15,7.5,973421265854132.5,7060856518.7372265,529644862181550.8,3773257835.714301
16,8.0,976446574791803.1,7189482003.612669,531303497720132.25,3868615677.4492216
17,8.5,979357601810175.5,7382039091.1825905,532896815897945.2,3989589720.2270384
18,9.0,982177711174668.8,7448270798.476662,534436622733121.1,4033291256.4102426
