,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,3998183116992399.5,,358776791380276.6,
1,0.5,3999095813535132.5,,358766933022606.6,
2,1.0,4005302464611395.0,,358680206928833.8,
3,1.5,4022260929396561.5,248851552.87759215,358389625270975.3,42975714.041437924
4,2.0,4048806516641255.5,810599869.2981315,357792289892140.56,148216728.50008348
5,2.5,4081978137994748.0,1630587523.3896513,356946557341807.56,278168277.98368776
6,3.0,4113687662029377.0,2271727001.524441,356334467846306.5,401233988.31884503
7,3.5,4138396534272947.0,2570342727.12889,356336921633287.8,442235253.40766466
8,4.0,4157848915295317.0,2983048289.811459,356764404771411.25,519743781.8161662
9,4.5,4173625738905320.5,3239846398.9196386,357414235426735.5,564550173.7438298
10,5.0,4186842013135750.0,3361596849.9125223,358164377828846.0,589149987.269356
11,5.5,4198279618886489.0,3525255027.743742,358950822653262.9,621348921.598079
12,6.0,4208457646603344.0,3646169988.8764687,359739385976978.0,645698059.442054
13,6.5,4217727006564992.0,3748002224.156931,360513503841652.2,676866287.4402406
14,7.0,4226333528139783.5,3847116497.8451867,361263562957468.5,689911167.841475
15,7.5,4234443130841221.5,3910637774.5127025,361986595562514.7,711212288.2061715
16,8.0,4242169452749846.0,4003878108.954199,362684334675343.9,733857936.5811118
17,8.5,4249591032563207.0,4087259502.397673,363359135919778.75,740151574.5907493
18,9.0,4256764645136544.0,4148567092.7732277,364012452395583.0,752820452.6998634
