,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,6476722292313660.0,,701321498460981.0,
1,0.5,6479080834964730.0,0.0,702627525870574.0,6565370.938656408
2,1.0,6488623928106832.0,0.0,707424216759328.5,475752661.8617984
3,1.5,6519243336190629.0,110633322.44368911,714533393823154.8,1366140245.0889235
4,2.0,6573242311678778.0,896086139.4582796,719126759516054.5,2351514113.4357777
5,2.5,6645312467811963.0,2514613330.965974,716561188505355.0,2688386054.3191996
6,3.0,6712699866509056.0,3919299082.924047,706641026531714.5,2495115136.248505
7,3.5,6761792222485593.0,4823805191.305574,700436162650927.0,2337764864.107719
8,4.0,6798472277093491.0,5470580369.753488,700738513460862.8,2414301776.8456144
9,4.5,6827797514271511.0,5874148421.23219,702080852802356.2,2481078750.79943
10,5.0,6852650046134505.0,6211483011.713208,702587311272175.1,2476932717.385045
11,5.5,6874295301251856.0,6452330802.974189,703779571652929.1,2486488669.670974
12,6.0,6893814136182605.0,6697929710.2889595,705063219012063.0,2499637698.274303
13,6.5,6911679726820214.0,6886947765.042839,706091834456303.6,2492404140.851974
14,7.0,6928089847450950.0,7065947925.20641,707442785320274.5,2488614048.5763826
15,7.5,6943650440202817.0,7229334743.922342,709086806819932.2,2517005552.4838233
16,8.0,6958662580173318.0,7339117613.664471,710835165596083.5,2566822798.41394
17,8.5,6973090202418236.0,7501897579.294073,712557669210214.0,2619915708.864876
18,9.0,6986959294255804.0,7640690337.267131,714216359222941.6,2657796619.537694
