,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895962597816121.4,,493861398393037.9,
2,1.0,899292249193385.6,432238262.39120233,496201906509707.7,432238262.39120233
3,1.5,907718453578249.8,1451856061.679384,501892291082416.94,1397437640.507587
4,2.0,920782935331401.8,3210444190.027524,510566165209540.9,2828169683.8280497
5,2.5,936233597641864.2,5180475240.669871,520307342495339.7,4268069659.2082686
6,3.0,948478105927392.8,6382402953.916275,526871793492057.75,4999748822.066696
7,3.5,957237513250339.5,7069888462.630157,530758246779828.4,5389082146.49983
8,4.0,964773456173006.9,7741557951.830544,534153895899729.0,5795544089.034783
9,4.5,970918481496187.9,8151139887.537294,536808441827712.06,6000874717.315377
10,5.0,975875770330482.8,8359456542.56252,538723955348600.9,5999057487.827703
11,5.5,980317824037629.5,8525940071.045485,540497602066062.1,5944164318.354109
12,6.0,984340143906261.1,8670228927.109455,542217991156295.1,5886208669.103914
13,6.5,987957394844668.0,8742910339.327883,543864881827029.6,5807488600.52512
14,7.0,991345449798241.5,8772731870.0158,545543852353103.7,5730203150.412801
15,7.5,994645512756029.0,8823102128.966938,547314392145005.4,5683235254.674455
16,8.0,997889760659790.8,8898313680.382347,549158370646702.1,5674816251.131315
17,8.5,1001025664687223.1,8973752461.93808,550981498954025.0,5670528289.961928
18,9.0,1004040699159614.0,9012101350.026566,552729678967357.75,5657234973.671314
