,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805885974897777.6,,90108330183609.9,
2,1.0,807916717510997.2,0.0,91418951744043.19,438104992.74504125
3,1.5,814041361378412.8,132255991.5735488,93736559499392.27,1388292465.3758492
4,2.0,825050493000558.9,982783705.3746891,95804944527238.53,2404927220.159174
5,2.5,840167903915530.5,2705772867.0218043,96166780333769.33,2735161819.4672065
6,3.0,854144764104846.5,4314917863.7370205,94430127301453.94,2538218104.4096065
7,3.5,864017391817837.4,5358983830.9026375,93255548498885.16,2383630741.6610265
8,4.0,871170834757099.5,6002381085.647109,93522016761106.42,2457431650.2840366
9,4.5,876728328871193.5,6497138160.733008,93967149394871.16,2524710456.9747057
10,5.0,881329030934999.0,6864619825.547311,94155950129185.28,2527426123.834422
11,5.5,885263851320774.0,7108820402.322342,94464558805424.44,2541374980.70846
12,6.0,888756934439277.2,7338369215.688801,94782960786679.19,2566667063.1816254
13,6.5,891923892701451.0,7534708505.413963,95017936605841.53,2568407864.117634
14,7.0,894815862606693.8,7707972886.548468,95294446095716.47,2567581843.272644
15,7.5,897533725695913.8,7905920772.3960085,95657194087444.22,2602561769.609042
16,8.0,900140263278970.5,8068546843.95997,96078058860593.27,2659176921.7108045
17,8.5,902650986469167.0,8236692795.02721,96491164167172.94,2715129329.7877464
18,9.0,905085717008265.9,8391069281.87034,96864629001103.25,2763526079.0989304
