,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805773399202795.8,,90220047026423.22,
2,1.0,807706926910733.0,0.0,91658573021623.69,408653547.3230773
3,1.5,813507959049087.5,0.0,94133626246999.3,1308453184.27543
4,2.0,824050568330309.9,163386057.40758896,96309226972813.97,2326737369.397481
5,2.5,838531970346031.2,1064223343.4610863,96826707472724.28,2654445220.135871
6,3.0,851897257761530.2,1621936459.4543328,95327354652024.0,2410695379.1890774
7,3.5,861428402845247.6,1550565952.8991609,94272356508324.2,2189931575.8862224
8,4.0,868359709098631.1,1218049237.8034697,94562281961838.28,2178470574.982766
9,4.5,873753493044047.6,815375230.9945166,95009518876813.62,2126563611.788304
10,5.0,878243961458799.0,548610374.3437641,95201154563496.06,2012805805.8072674
11,5.5,882096885848167.8,349062618.0512271,95493082376865.69,1926749027.6269598
12,6.0,885502824798214.6,227485396.39598393,95790646981081.61,1849828970.2500193
13,6.5,888560857558137.8,165993994.0430069,96029644026439.75,1730899502.9181552
14,7.0,891328086415148.2,131308440.34692597,96314581211173.72,1635944497.793314
15,7.5,893904531822306.6,112364831.14169645,96662020273571.03,1571967209.5747957
16,8.0,896330330271095.4,100425261.8132217,97059229853845.34,1530104323.4202008
17,8.5,898634622306484.8,93834122.11441231,97440049892358.86,1485575922.6448467
18,9.0,900842040575606.6,88433607.66925454,97779774132745.08,1433412118.3963008
