,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805420432782652.2,,76647103441649.19,
1,0.5,805630447165955.4,,76649406374195.39,
2,1.0,807951871097154.5,,76675023166259.08,
3,1.5,814168628378556.4,132942342.97362219,76723032013323.0,23039008.44098736
4,2.0,824063335015708.4,765313759.3595508,76774710440508.62,141697753.30742013
5,2.5,836674846754838.9,1779361064.501533,76832401261560.34,304706750.63862896
6,3.0,848829258359532.4,2748874353.868601,76961034926388.53,485385222.88674617
7,3.5,858229886693134.8,3307620798.379517,77218940466569.06,561579278.8226733
8,4.0,865526309640094.6,3744195570.8936768,77559522922333.73,663656421.4433669
9,4.5,871359514997000.1,3934343826.3277225,77931005123342.88,696557472.9521677
10,5.0,876180424563275.5,4014729925.214811,78304474303610.75,731597960.5368104
11,5.5,880302789473833.1,4068714411.147373,78667374132732.88,749058046.8403168
12,6.0,883936439386774.5,4111211378.0156507,79014646212566.69,757488059.0681584
13,6.5,887222997457735.5,4153775877.469055,79345502075137.81,763710593.7962419
14,7.0,890260154793827.5,4165796513.936422,79660194721525.27,772008070.1222063
15,7.5,893113966073833.5,4205828642.22937,79960513543673.88,766936978.1935369
16,8.0,895830079030180.9,4226244922.212569,80248771285958.1,764145629.6895182
17,8.5,898439688112935.9,4228536618.929429,80526534244570.1,772407710.8420293
18,9.0,900964987848554.9,4209564605.8239527,80794915334852.17,787988896.3708799
