,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895993446229219.0,,493927263406593.0,
2,1.0,899365499932356.8,408653547.3230773,496337735476163.6,408653547.3230772
3,1.5,907641585296086.8,1308453184.27543,501996064329589.1,1308453184.27543
4,2.0,920359795303123.9,2490123426.80507,510525581066374.5,2469810865.423643
5,2.5,935358677818755.5,3718668563.596957,520041163539818.5,3517148480.658684
6,3.0,947224612413554.2,4032631838.64341,526304180545825.2,3725400127.6501684
7,3.5,955700759353571.9,3740497528.785383,529898983451542.1,3496719272.634018
8,4.0,962921991060469.4,3396519812.786236,532902785863560.25,3237546183.051573
9,4.5,968763011920861.2,2941938842.7828207,535163275408173.9,2924014599.765337
10,5.0,973445116022295.0,2561416180.1510315,536715081389463.1,2561416180.1510315
11,5.5,977589968225033.5,2275811645.678187,538145571896301.9,2275811645.678187
12,6.0,981293471779296.2,2077314366.6460032,539565950061029.1,2077314366.6460032
13,6.5,984590501584577.5,1896893496.961162,540989338286236.4,1896893496.961162
14,7.0,987642667626322.0,1767252938.14024,542494512923551.3,1767252938.1402402
15,7.5,990566552095877.6,1684332040.7164922,544095425656641.1,1684332040.7164922
16,8.0,993389560124940.8,1630529585.2334225,545748362031460.1,1630529585.2334225
17,8.5,996074672198843.6,1579410044.759259,547359039126661.6,1579410044.759259
18,9.0,998621814708351.8,1521845726.0655553,548895572936762.06,1521845726.065555
