,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805731517612901.2,,91158543198254.78,
2,1.0,807004350605484.2,0.0,93527048463414.97,266998206.67422068
3,1.5,810977586547459.2,1.1920928955078125e-07,96647806231672.69,792836427.1345298
4,2.0,818875933992388.5,-2.384185791015625e-07,98508747480623.94,1398508515.760439
5,2.5,829310977433613.1,25541342.950238228,98780467077694.66,1577500545.9740808
6,3.0,839007572672097.0,40209660.43070173,97281840859669.06,1017653340.5011511
7,3.5,846135472731465.0,7677197.413238347,96102427155435.55,458770392.02997005
8,4.0,851220375565972.5,2.9802322387695312e-08,95999700552104.12,235853064.8046241
9,4.5,855159772323888.5,2.9802322387695312e-08,95954358820771.95,138560236.7318884
10,5.0,858514775257276.0,0.0,95680520562413.27,63355186.71388885
11,5.5,861355446020709.0,0.0,95507503212917.9,30954050.164690148
12,6.0,863776586250870.2,0.0,95401616697062.55,14916098.477971463
13,6.5,865734930451133.8,,95511536893575.16,
14,7.0,867114491559620.9,,95998474416074.64,
15,7.5,868184756487490.0,,96580706184112.73,
16,8.0,869061054123240.1,,97226479580136.6,
17,8.5,869831742471241.0,,97881622305934.94,
18,9.0,870609000440569.8,,98446368709545.02,
