,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,893056507237963.2,,492139581923175.0,
1,0.5,893497909873838.6,,492517779829645.3,
2,1.0,896822191362995.1,434255427.4622897,494848232991934.75,434255427.46228975
3,1.5,905204804842642.8,1482874220.1283083,500510202382430.9,1410887883.5380297
4,2.0,918213220865890.5,3320883372.9543023,509154888867202.25,2868365900.742283
5,2.5,933603141170377.4,5355239348.380957,518874212152203.75,4394020699.472714
6,3.0,945763770514082.0,6742518777.822315,525391922705615.06,5231041687.725981
7,3.5,954393560907147.4,7602787531.693352,529189598656963.1,5696670883.770806
8,4.0,961778186199933.5,8294579956.516694,532513188181286.6,6180759657.463479
9,4.5,967747967349055.4,8777726215.675957,535089673675400.3,6352115676.181594
10,5.0,972505841331300.2,9163796063.83109,536901731623541.6,6340410713.213953
11,5.5,976733315814246.0,9471917286.20314,538557194326728.56,6326463634.780886
12,6.0,980527825667846.2,9713714437.562557,540153144478695.6,6285511986.36578
13,6.5,983906392983205.2,9925275635.296925,541680002255884.8,6237811721.5977745
14,7.0,987059254166080.6,10108718831.85038,543263792731138.3,6200587551.009989
15,7.5,990122621512997.8,10293775529.02297,544954361629305.06,6202997779.346324
16,8.0,993125262336879.2,10496099784.224833,546722902286355.1,6248442648.132128
17,8.5,996023614569942.2,10694027786.008026,548477950496387.56,6289185715.82243
18,9.0,998804652059668.5,10903352733.766422,550156879578957.5,6325034658.725116
