,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895993446210357.6,,493927263399634.0,
2,1.0,899365499678289.0,408653547.3230773,496337735376159.75,408653547.3230772
3,1.5,907641584995532.2,1308453184.27543,501996064169221.25,1308453184.27543
4,2.0,920359795323413.6,2490123426.80507,510525581000863.06,2469810865.423643
5,2.5,935358678115428.2,3718668563.596957,520041163494954.9,3517148480.658684
6,3.0,947224612924589.5,4032631838.64341,526304180614392.3,3725400127.6501684
7,3.5,955700760354056.0,3740497528.785383,529898983883407.94,3496719272.634018
8,4.0,962921992575131.2,3396519812.786236,532902786663164.2,3237546183.051573
9,4.5,968763014072299.5,2941938842.7828207,535163276633068.5,2924014599.765337
10,5.0,973445118750988.9,2561416180.1510315,536715082980993.5,2561416180.1510315
11,5.5,977589971510480.4,2275811645.678187,538145573859998.4,2275811645.678187
12,6.0,981293475724135.5,2077314366.6460032,539565952449236.06,2077314366.6460032
13,6.5,984590505980260.5,1896893496.961162,540989341011990.4,1896893496.961162
14,7.0,987642672516139.5,1767252938.14024,542494515894001.44,1767252938.1402402
15,7.5,990566557406277.6,1684332040.7164922,544095428897511.2,1684332040.7164922
16,8.0,993389565889964.8,1630529585.2334225,545748365369777.9,1630529585.2334225
17,8.5,996074678300497.2,1579410044.759259,547359042479839.5,1579410044.759259
18,9.0,998621821060909.8,1521845726.0655553,548895576261510.1,1521845726.065555
