,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,896006525028720.2,,493887840434219.5,
2,1.0,899360548167084.2,432117670.2636323,496240428626606.25,432117670.2636323
3,1.5,907798531641157.6,1456988717.9375246,501938171477312.75,1410313034.8876126
4,2.0,920850527368921.2,3161473727.752229,510609731194993.4,2837718333.8143673
5,2.5,936295401745435.0,5195134281.438515,520357985451808.7,4284145266.6836753
6,3.0,948509911429229.8,6446950743.743151,526900266269004.7,5015451061.245744
7,3.5,957194452346096.0,7141822826.626253,530724125017415.94,5413286760.67556
8,4.0,964599964018910.5,7722750789.400987,534028295769054.25,5776518084.108805
9,4.5,970595543303147.6,8090740587.924549,536593483372211.44,5980529450.248947
10,5.0,975387970618449.6,8263988602.229349,538410843294385.6,5934985508.998367
11,5.5,979637128450604.2,8356783415.650293,540058844705481.6,5845440100.490013
12,6.0,983457986818676.9,8414461693.513052,541649653549030.0,5744932604.991942
13,6.5,986874601311059.8,8399341140.663936,543179361207298.1,5583344258.425375
14,7.0,990058462319675.0,8389128974.3149605,544751896466700.06,5471700758.686531
15,7.5,993151260206888.9,8366412173.847912,546423663280342.9,5373177285.8071375
16,8.0,996187926656170.6,8384567899.081116,548173705444804.9,5339734478.400368
17,8.5,999120500975210.0,8408906056.581362,549904625280074.1,5316495377.250692
18,9.0,1001937002036094.4,8419155241.196801,551559945395798.5,5294633495.601764
