,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805888582226520.8,,90117942802199.53,
2,1.0,807921015821023.2,-5.960464477539063e-08,91439532346060.97,432117670.26363236
3,1.5,814024667018424.2,75776391.92975354,93773864622733.42,1381212326.007771
4,2.0,824997631348282.1,762395524.0113664,95852896020639.12,2399078203.740863
5,2.5,840063111770485.2,2468009602.0914664,96232289974949.75,2727124679.3470483
6,3.0,853985022040347.2,3924632135.28582,94524889388882.55,2522318608.4573307
7,3.5,863829511198997.2,4778307941.956865,93364941147098.78,2363514884.669388
8,4.0,870971688100336.0,5294440021.163705,93628275918574.53,2428310768.237282
9,4.5,876527449340627.8,5595723077.976435,94068093962519.89,2495017509.948115
10,5.0,881133532059507.2,5777251650.826703,94254438558942.44,2486736951.402646
11,5.5,885079683331829.6,5863018224.782402,94557445118774.61,2493765190.867891
12,6.0,888586685817316.1,5906774903.433646,94871301001360.75,2507686790.079406
13,6.5,891767697936199.5,5906639239.633923,95106903374860.25,2492701901.030013
14,7.0,894675324699067.0,5905364763.526504,95383137620607.94,2483764210.788457
15,7.5,897410611397498.1,5864012724.090568,95740648809390.7,2502399449.7573442
16,8.0,900033458195370.8,5843353907.320292,96154468460799.9,2541213991.7608232
17,8.5,902559030688731.0,5824534410.929741,96561470286478.97,2584371645.651621
18,9.0,905006838726746.2,5807361605.343876,96930163309348.11,2611793635.852926
