,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,4.391473096769286e+16,235260516985.46765,3189599867798863.5,20299531512.59636
1,0.5,4.39046914407471e+16,235260516985.46765,3184408710599772.0,20297622257.880726
2,1.0,4.386365421569237e+16,235260516985.46768,3166217068440062.0,19838814902.28393
3,1.5,4.3733255576664456e+16,235152320075.92886,3140270652142193.5,18936275636.265694
4,2.0,4.350507536545686e+16,234349866150.5204,3125137307676317.0,17932824812.88613
5,2.5,4.320073694734857e+16,232684775653.15283,3140472118175000.0,17582632299.098587
6,3.0,4.291503969421128e+16,231193443952.89172,3184385964214145.5,17777712770.5403
7,3.5,4.270579090789047e+16,230234098979.72754,3210651230107865.5,17931254590.799072
8,4.0,4.254875896080095e+16,229546756983.12872,3209663208232571.0,17855962038.601517
9,4.5,4.2422744601988e+16,229107553937.71323,3204008383680882.0,17789199692.741356
10,5.0,4.231576996790116e+16,228789370458.4333,3201408955718070.0,17793105608.026596
11,5.5,4.222248490015119e+16,228477328875.19226,3195994689174376.5,17784559881.555885
12,6.0,4.213833177481607e+16,228238667942.33585,3190223443161578.0,17761358196.20063
13,6.5,4.206140054747812e+16,228038489646.3846,3185428685789424.5,17775535286.633034
14,7.0,4.199080025073581e+16,227836295423.56894,3179311720590436.0,17773253256.392933
15,7.5,4.192396131181458e+16,227692305149.1157,3172080147129252.0,17747704894.789227
16,8.0,4.18596565663294e+16,227529910915.4196,3164493066949219.0,17688677094.245735
17,8.5,4.179793588879337e+16,227370848678.5481,3157111590201487.0,17639806604.711063
18,9.0,4.1738580036077256e+16,227210676310.54266,3150145937362903.0,17590700608.702698
