,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805778450933326.5,,90117381981700.44,
2,1.0,807810970112185.0,5.960464477539063e-08,91436843168712.12,430318052.90125257
3,1.5,813891927486643.4,7859247.733553648,93766720603458.17,1375985560.52395
4,2.0,824834070528401.4,788392920.5906758,95843261079980.17,2401546862.0309486
5,2.5,839845141615869.0,2413157050.5592318,96216791388801.78,2721200664.017106
6,3.0,853702908205583.9,3824202323.952936,94508331795600.98,2516521823.361061
7,3.5,863506284711364.1,4656080229.301687,93343540337844.66,2357186414.1436386
8,4.0,870613750536618.1,5123666396.838469,93628166190334.84,2423153317.570903
9,4.5,876139996630724.4,5395153672.837746,94077491617007.42,2492964698.1999097
10,5.0,880723573501431.0,5581276688.031674,94264257049489.56,2484149614.0699167
11,5.5,884650043361419.2,5719382198.507583,94579821601024.94,2494191799.6719675
12,6.0,888137300130267.5,5747887951.865038,94901008852010.47,2508662431.3431315
13,6.5,891296354346969.6,5749092723.57476,95139412214988.84,2496555622.7303
14,7.0,894183585261447.9,5737557207.612563,95425375022634.58,2483840542.3985395
15,7.5,896902112037769.8,5716977580.746767,95790655948021.45,2497545439.425083
16,8.0,899505497997095.1,5688586427.608201,96207163605172.66,2532735598.8095503
17,8.5,902008769683544.5,5658300933.991595,96613291558785.06,2565054198.498275
18,9.0,904434030071725.2,5619176206.975443,96979611837725.81,2590447171.191632
