,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805586539477837.4,0.0,97948551963436.28,92257578.69404438
2,1.0,805473239844692.9,-5.960464477539063e-08,103906404636867.38,483555245.99819297
3,1.5,808422456646381.2,0.0,105710028122681.4,794737349.3989851
4,2.0,816403384965385.6,0.0,99746414258314.05,170044050.92592585
5,2.5,821470135780439.1,0.0,97203909190464.11,3430019.327947216
6,3.0,828613875625179.2,,95364464357431.69,
7,3.5,835705836144965.5,,93983932149520.56,
8,4.0,841538785249581.4,,93007963216854.92,
9,4.5,846124119194551.4,,92226182113370.08,
10,5.0,850155803112964.0,,91473757874599.22,
11,5.5,853985829420077.8,,90838093582037.5,
12,6.0,857322899073352.4,,90324763918149.16,
13,6.5,859737091216420.5,,90522068173086.81,
14,7.0,859657931282739.8,,93188437164724.23,
15,7.5,858157242944844.2,,96374502869559.25,
16,8.0,857076314641162.2,,98451888484150.94,
17,8.5,856741306892331.4,,99618297111415.7,
18,9.0,856967893454686.9,,100264258470819.58,
