,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805420432782652.2,,76647103441649.19,
1,0.5,805707658021878.2,,76649524178708.72,
2,1.0,807999631098428.8,,76675337351440.02,
3,1.5,814225135933074.9,132942342.97362219,76719489526157.72,25008955.60889928
4,2.0,824171242743759.0,955540327.0556546,76755682602349.44,166656058.61148986
5,2.5,836848216885507.8,1944768061.7212012,76785665394468.08,343873583.3683822
6,3.0,849080913337872.5,2876246808.998067,76882235277257.81,524957023.7357002
7,3.5,858555004587902.4,3743112292.2011905,77112383154639.11,677912774.3240246
8,4.0,865913336364564.8,4258098647.1682224,77429853752210.22,757123547.4843628
9,4.5,871799205178338.5,4696219795.564951,77782251262922.8,836141251.4565096
10,5.0,876665469913754.0,4845721667.882155,78139622149663.14,897812710.6591523
11,5.5,880827976450076.0,5176011993.95213,78488575037879.97,926974182.7083524
12,6.0,884498300044385.6,5440748608.853087,78823518782317.62,978025873.8951294
13,6.5,887819596831830.6,5672053845.530353,79143140665926.64,1034898572.2599878
14,7.0,890891188096686.0,5729257650.551619,79447345877253.25,1079540296.925112
15,7.5,893780027173256.9,5935736203.322606,79737321428930.38,1091013471.5008996
16,8.0,896532048423280.6,6122798643.770331,80015103663139.64,1107064171.1871293
17,8.5,899179063588182.8,6240290483.408368,80282417141777.69,1165720694.8427174
18,9.0,901743589601561.4,6337953132.270914,80540413232843.39,1183279301.4893699
