,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,803038569932847.8,,76647103441649.19,
1,0.5,803243312033591.8,,76649388126570.55,
2,1.0,805543902171227.5,,76674894604904.47,
3,1.5,811732591703105.4,132942342.97362219,76723106292152.61,23039008.44098736
4,2.0,821604507814084.2,753235425.4762844,76775081449919.89,141697753.30742013
5,2.5,834200103437303.5,1779361460.007253,76833257303837.5,304706750.63862896
6,3.0,846350187593287.4,2748590008.6054707,76962518588204.02,485385222.88674617
7,3.5,855751426721541.2,3307828963.6289315,77220957487446.48,561579278.8226733
8,4.0,863047425482902.0,3743662827.2312965,77561840384933.72,663656421.4433669
9,4.5,868878841148486.0,3934555513.608345,77933408957268.73,697322029.3806821
10,5.0,873697291651420.9,4015932621.8481617,78306753287878.33,732908820.3144758
11,5.5,877816352645494.1,4064299825.0508275,78669356691070.75,750214116.1060271
12,6.0,881445630831846.8,4114690985.361975,79016249884983.47,757558861.5809789
13,6.5,884727168473487.4,4148082380.343427,79346710752444.84,765228389.3453565
14,7.0,887759074934286.2,4169260996.27913,79661297768139.19,773108914.8617
15,7.5,890607017397610.1,4196628573.0893755,79961730071998.16,767952145.1257241
16,8.0,893316329660989.4,4228638298.864793,80250212548694.83,765877652.1625681
17,8.5,895918709664848.2,4232848664.4859743,80528420084486.34,782520239.4497635
18,9.0,898436261945318.4,4209712221.7163887,80797352226435.28,791522691.358509
