,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895962813412194.4,,493856433799843.25,
2,1.0,899274594045045.0,434226931.570956,496180844436635.5,434226931.570956
3,1.5,907678707798518.2,1483375195.5343711,501851910284942.94,1413381221.3790355
4,2.0,920725977819796.2,3341321138.402937,510514094874542.2,2873654956.147936
5,2.5,936144013250228.2,5391643574.020846,520239741675267.06,4402577888.463808
6,3.0,948318242434735.2,6762884531.0508375,526763862139539.75,5243298929.478393
7,3.5,956970454943669.2,7598667085.193523,530575728480162.3,5698424392.706397
8,4.0,964379860628530.2,8320026410.943895,533913370378519.5,6187992102.847727
9,4.5,970370704869285.9,8852657986.924263,536502188798206.25,6364251492.145882
10,5.0,975146390917663.5,9209964636.96327,538322771230234.5,6354764662.464474
11,5.5,979391497497387.2,9522770432.386599,539984346852169.56,6337073254.278587
12,6.0,983202740649854.2,9754777160.173033,541587735483265.25,6294246553.047434
13,6.5,986599240543145.4,9963120687.556557,543125525868938.5,6246361103.392373
14,7.0,989768651565035.8,10156001101.807678,544716455041310.6,6225517775.191458
15,7.5,992852448448870.5,10339582583.821442,546414724289609.6,6215993706.421932
16,8.0,995877137519005.0,10589980469.308914,548189477849486.1,6282966673.323467
17,8.5,998792418635514.2,10795375009.43179,549942617353476.9,6311022147.490303
18,9.0,1001589657064244.0,11001169930.959827,551618444159761.3,6362280076.072084
