,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,4.688628930045056e+16,253568477823.74634,2.551785337532226e+16,138004592264.62677
1,0.5,4.687506492597015e+16,253568477823.74634,2.551208189161197e+16,138004592264.62677
2,1.0,4.6831133930040424e+16,253568477823.74634,2.548832086073476e+16,138004592264.62677
3,1.5,4.670477040270595e+16,253305432275.5772,2.5420288467183776e+16,137876296196.91486
4,2.0,4.650279704673098e+16,252428171781.65866,2.531152063405131e+16,137405871614.03409
5,2.5,4.624493187012891e+16,251338624371.28564,2.517236827403991e+16,136810971219.85542
6,3.0,4.599098225044632e+16,250190962258.73956,2.503473176803344e+16,136189261199.33871
7,3.5,4.578624516734864e+16,249234710272.3564,2.4923245119521064e+16,135687101540.94934
8,4.0,4.561999835567534e+16,248783143919.91998,2.483243603434936e+16,135469422443.98631
9,4.5,4.548168203207398e+16,248217385903.67603,2.475679042537844e+16,135134349800.4078
10,5.0,4.53634604713679e+16,247914784994.0296,2.469208113306481e+16,134976796923.4042
11,5.5,4.5259579879751896e+16,247768868163.5589,2.4635182261908144e+16,134878790853.66406
12,6.0,4.516613005890283e+16,247383827952.0891,2.4584020317416536e+16,134716921496.5686
13,6.5,4.508040264983226e+16,247157484184.6111,2.4537130616353428e+16,134581571247.32974
14,7.0,4.500047678603494e+16,246928201952.87085,2.449345247451753e+16,134452557273.59052
15,7.5,4.49250240234937e+16,246735951188.86786,2.4452261277703636e+16,134349587816.8186
16,8.0,4.485309829301397e+16,246554226982.07202,2.441305367376157e+16,134238427058.47594
17,8.5,4.478402811048669e+16,246398133049.8515,2.437548472775498e+16,134124161508.04916
18,9.0,4.471732671636612e+16,246204839813.38074,2.4339297789707412e+16,134030783350.81534
