,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805778798031578.1,,90106706706575.5,
2,1.0,807820821724832.8,0.0,91414219639975.8,434376797.24359596
3,1.5,813931906018485.5,102549743.47055554,93725468818860.44,1380836803.0397758
4,2.0,824916562424471.0,919608188.9627552,95789123843379.02,2405584674.713541
5,2.5,839980102401134.5,2629933956.2501116,96142227560104.19,2727992220.9492903
6,3.0,853891637437281.8,4224602898.684374,94400807985805.69,2526279162.4903297
7,3.5,863717905109718.6,5242401180.887557,93218188445614.6,2371648309.3616447
8,4.0,870829582687129.1,5853891195.156686,93506827634170.92,2446520446.2392397
9,4.5,876352625585973.9,6301775146.70245,93961829119949.36,2515915888.1036983
10,5.0,880929631400394.1,6686553820.714376,94150636408391.97,2510756250.716467
11,5.5,884845726379337.8,6968611149.330911,94471305902292.25,2526513224.319619
12,6.0,888322793395863.0,7177410129.590173,94795063326816.47,2552606222.261895
13,6.5,891473466629542.8,7399352391.801542,95031111583080.0,2541768247.6294074
14,7.0,894353295292001.5,7583997811.816582,95316447615131.53,2541992308.8008466
15,7.5,897064471440317.6,7738633638.629793,95686228683857.78,2573932315.7478676
16,8.0,899663243240289.1,7905689589.585338,96107292293382.62,2639951352.3774805
17,8.5,902164024220669.6,8047720179.58638,96517609953755.12,2689670246.0102234
18,9.0,904588006340888.2,8215781817.636095,96888999771412.39,2735768208.277002
