,depthsRC,IniProfile
0,-2.5,0.0
1,-7.5,0.0
2,-12.5,0.0
3,-17.5,0.0
4,-22.5,0.8102807998657227
5,-27.5,1.6205615997314453
6,-32.5,1.664768099784851
7,-37.5,1.7089745998382568
8,-42.5,1.7531810998916626
9,-47.5,1.797387719154358
10,-52.5,1.8344292640686035
11,-57.5,1.8714708089828491
12,-62.5,1.9085123538970947
13,-67.5,1.9455538988113403
14,-72.5,1.9691444635391235
15,-77.5,1.9927350282669067
16,-82.5,2.0163257122039795
17,-87.5,2.0399162769317627
18,-92.5,2.063506841659546
19,-97.5,2.087097406387329
20,-102.5,2.102963924407959
21,-107.5,2.118830442428589
22,-112.5,2.1346969604492188
23,-117.5,2.1505634784698486
24,-122.5,2.1664299964904785
25,-127.5,2.1822967529296875
26,-132.5,2.1981632709503174
27,-137.5,2.2140297889709473
28,-142.5,2.229896306991577
29,-147.5,2.245762825012207
30,-152.5,2.2521822452545166
31,-157.5,2.2586019039154053
32,-162.5,2.265021324157715
33,-167.5,2.2714409828186035
34,-175.0,2.3121016025543213
35,-185.0,2.352762460708618
36,-195.0,2.393423318862915
37,-205.0,2.411278009414673
38,-215.0,2.4291324615478516
39,-225.0,2.4469871520996094
40,-235.0,2.464841842651367
41,-245.0,2.482696533203125
42,-255.0,2.5005509853363037
43,-270.0,2.5362603664398193
44,-290.0,2.571969509124756
45,-310.0,2.622502088546753
46,-330.0,2.673034429550171
47,-350.0,2.723567008972168
48,-370.0,2.774099349975586
49,-390.0,2.824631929397583
50,-410.0,2.843867778778076
51,-430.0,2.8631036281585693
52,-450.0,2.8823394775390625
53,-470.0,2.9015753269195557
54,-490.0,2.920811176300049
55,-510.0,2.936075448989868
56,-530.0,2.9513399600982666
57,-550.0,2.966604471206665
58,-570.0,2.9818689823150635
59,-590.0,2.997133493423462
60,-610.0,3.0113887786865234
61,-630.0,3.025644302368164
62,-650.0,3.0398998260498047
63,-670.0,3.054155111312866
64,-690.0,3.068410634994507
65,-710.0,3.0842442512512207
66,-730.0,3.1000776290893555
67,-750.0,3.1159112453460693
68,-770.0,3.131744861602783
69,-790.0,3.147578477859497
70,-810.0,3.1488842964172363
71,-830.0,3.1501903533935547
72,-850.0,3.151496171951294
73,-870.0,3.1528022289276123
74,-890.0,3.1541082859039307
75,-910.0,3.15541410446167
76,-930.0,3.1567201614379883
77,-950.0,3.1580259799957275
78,-970.0,3.159332036972046
79,-990.0,3.1606380939483643
80,-1010.0,3.156977415084839
81,-1030.0,3.1533167362213135
82,-1050.0,3.149656057357788
83,-1070.0,3.1459953784942627
84,-1090.0,3.1423346996307373
85,-1110.0,3.138674020767212
86,-1130.0,3.1350133419036865
87,-1150.0,3.131352663040161
88,-1170.0,3.1276917457580566
89,-1190.0,3.1240310668945312
