,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805772353923505.2,,90219989648406.69,
2,1.0,807703311677912.9,0.0,91658273082333.66,408653547.3230773
3,1.5,813500286288646.8,2.384185791015625e-07,94133283635381.22,1307699654.7779682
4,2.0,824037846196731.9,162140065.63825083,96309047938390.4,2325826403.166369
5,2.5,838513548386911.1,1057015156.5064659,96826681122790.16,2654103627.4307995
6,3.0,851872152614053.0,1617993439.4662066,95327503260850.62,2411047378.1532707
7,3.5,861394755737244.8,1545083125.524147,94272699951256.67,2188374941.2890115
8,4.0,868315529874999.8,1213762707.2358227,94562374468284.94,2179022306.3000135
9,4.5,873697602362632.6,814844476.5391638,95009902081693.6,2125597090.7766254
10,5.0,878174559061781.0,548044988.3872657,95201833758318.47,2013963582.497624
11,5.5,882013105178704.8,347885135.05498743,95493636449181.52,1924066497.8285928
12,6.0,885404545733722.6,226712624.48008394,95791766874866.88,1848182960.0869317
13,6.5,888447863738040.4,165713948.77862,96029527900740.33,1727240966.6592467
14,7.0,891200363646723.0,130912987.53423667,96314407752687.5,1633623866.3094382
15,7.5,893762729681791.2,112191716.08764267,96661532900989.72,1568544536.478766
16,8.0,896174452641564.0,100252022.14166594,97058374187014.69,1526817980.1220074
17,8.5,898464532727826.0,93756187.53108215,97437900363561.75,1481271626.461687
18,9.0,900657943644899.9,88436102.0581801,97775871188443.38,1431708827.0009484
