,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,4474596690327918.0,,440641886726717.9,
1,0.5,4476825188800251.0,,440560663104216.75,
2,1.0,4483669890678070.0,,439811228116529.1,
3,1.5,4504267822990591.0,199893366.50530595,437894016135432.75,25008955.60889928
4,2.0,4537498721731749.0,960281450.8552996,435067846075263.4,166656058.61148986
5,2.5,4579797809520376.0,1915108005.5907252,431924026517443.7,343873583.3683822
6,3.0,4620941701889746.0,2873965819.414734,429634660772047.4,526009512.6748868
7,3.5,4653474772164187.0,3712076138.0605702,428687162133705.75,670883083.9236255
8,4.0,4679523491274986.0,4228418615.650464,428583771732352.25,735950859.9864147
9,4.5,4701017696984133.0,4640866457.007626,428955601657732.0,828194865.0262516
10,5.0,4719324077426052.0,4815600547.732357,429586964078145.75,888259155.6911161
11,5.5,4735409505856740.0,5075765571.574289,430359675804256.25,918870044.3954145
12,6.0,4749907740345964.0,5349135652.598592,431205029156465.75,959279984.5114992
13,6.5,4763244946167023.0,5602257188.068766,432083288159994.7,1018235051.33565
14,7.0,4775721245466147.0,5699778889.683428,432967754487484.7,1061662467.192869
15,7.5,4787537309428735.0,5896132890.858919,433844522510057.25,1087017173.0414374
16,8.0,4798828540200239.0,6022575885.399019,434710014258625.3,1101169390.9543076
17,8.5,4809688922004512.0,6217771268.413746,435563227446852.25,1142184385.3244627
18,9.0,4820186984372346.0,6303502464.343418,436403073335667.7,1181717305.1107087
