,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,2416117379460651.0,,1314971390283433.0,
1,0.5,2416772136933131.0,,1315316678305873.0,
2,1.0,2421529615122805.0,,1317882615265104.0,
3,1.5,2435151768800695.0,157951298.58252147,1325210257949498.0,85964961.99224272
4,2.0,2459309058696459.0,1127513869.9161,1338190041969754.2,576640740.828099
5,2.5,2492789293760246.0,2481514552.0465364,1356173175974587.5,1315871395.7002945
6,3.0,2526514635102170.5,4031595266.700057,1374316120682809.5,2125157057.6851854
7,3.5,2552567445586157.0,4969231387.4270525,1388377998696194.5,2653760460.716367
8,4.0,2572456067980318.0,5853975444.086581,1399149900082131.8,3117996123.349409
9,4.5,2588128811644611.5,6406578901.559263,1407662490003079.0,3404323607.6240973
10,5.0,2600928421988396.0,6956138385.703936,1414631198433351.0,3721836748.6903806
11,5.5,2611784361212620.0,7340571794.872347,1420557392300476.0,3911001112.1255283
12,6.0,2621322627532895.5,7612276858.8629265,1425775955523438.5,4095853541.4727216
13,6.5,2629964536767924.0,7755662101.375096,1430512752008173.0,4213118942.18707
14,7.0,2637995858980977.5,8108034205.864901,1434921190207509.5,4333712277.160173
15,7.5,2645607092910112.0,8498616435.838461,1439102658893377.0,4530963208.074739
16,8.0,2652928340676250.0,8822743710.228748,1443125933592261.2,4761713641.079713
17,8.5,2660048250629558.0,9005173202.41588,1447035748405695.5,4881851417.365021
18,9.0,2667025749808153.0,9227065066.305937,1450861413067932.8,4976839649.069916
