,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805852559917780.5,,90117711972902.81,
2,1.0,807848170086362.5,-5.960464477539063e-08,91438256252274.53,430065966.67739546
3,1.5,813913486686646.0,40752898.89769888,93770157959605.75,1375324936.698698
4,2.0,824856816012481.8,783842202.5769172,95845989512049.45,2401538428.007262
5,2.5,839868870122354.4,2425466701.4302,96220285679512.66,2722965564.0280423
6,3.0,853730837184825.1,3849133758.0527773,94512042291903.08,2518704455.0776205
7,3.5,863539878423459.4,4670390470.185164,93346074785949.39,2356975813.7182093
8,4.0,870656184061995.4,5138326455.119807,93627067337474.62,2427956088.510886
9,4.5,876193259206627.8,5426488152.322252,94075475939101.47,2497302384.6818714
10,5.0,880787360835995.6,5612251669.889559,94259647885445.4,2487291193.97995
11,5.5,884723382348021.1,5738222708.792216,94572537947492.12,2495118006.426429
12,6.0,888219639707808.8,5781006637.460207,94893171406080.62,2511216173.3558693
13,6.5,891387100795168.5,5776868078.956943,95131053809644.2,2499109010.4024534
14,7.0,894281144776334.2,5755652279.473461,95413901941214.94,2484535427.626694
15,7.5,897005678121251.9,5716373726.454786,95776016205396.34,2502951342.123603
16,8.0,899614889763625.1,5694099509.6268635,96191641447929.03,2540748091.900214
17,8.5,902122846965730.2,5663777850.64413,96597977659519.53,2575376240.4391203
18,9.0,904551642839997.2,5624840710.898772,96963847933817.14,2595155891.1314583
