,depthsRC,IniProfile
0,-2.5,32.0
1,-7.5,32.00836944580078
2,-12.5,32.0167350769043
3,-17.5,32.02510452270508
4,-22.5,32.03347396850586
5,-27.5,32.041839599609375
6,-32.5,32.050209045410156
7,-37.5,32.05857849121094
8,-42.5,32.06694412231445
9,-47.5,32.075313568115234
10,-52.5,32.083683013916016
11,-57.5,32.09204864501953
12,-62.5,32.10041809082031
13,-67.5,32.108787536621094
14,-72.5,32.11715316772461
15,-77.5,32.12552261352539
16,-82.5,32.13389205932617
17,-87.5,32.14225769042969
18,-92.5,32.15062713623047
19,-97.5,32.15899658203125
20,-102.5,32.167362213134766
21,-107.5,32.17573165893555
22,-112.5,32.18410110473633
23,-117.5,32.192466735839844
24,-122.5,32.200836181640625
25,-127.5,32.209205627441406
26,-132.5,32.21757507324219
27,-137.5,32.2259407043457
28,-142.5,32.234310150146484
29,-147.5,32.242679595947266
30,-152.5,32.25104522705078
31,-157.5,32.25941467285156
32,-162.5,32.267784118652344
33,-167.5,32.27614974975586
34,-175.0,32.29288864135742
35,-185.0,32.30962371826172
36,-195.0,32.326358795166016
37,-205.0,32.34309768676758
38,-215.0,32.359832763671875
39,-225.0,32.37656784057617
40,-235.0,32.393306732177734
41,-245.0,32.41004180908203
42,-255.0,32.42677688598633
43,-270.0,32.46025085449219
44,-290.0,32.49372482299805
45,-310.0,32.52719497680664
46,-330.0,32.5606689453125
47,-350.0,32.59414291381836
48,-370.0,32.62761688232422
49,-390.0,32.66108703613281
50,-410.0,32.69456100463867
51,-430.0,32.72803497314453
52,-450.0,32.761505126953125
53,-470.0,32.794979095458984
54,-490.0,32.828453063964844
55,-510.0,32.86192321777344
56,-530.0,32.8953971862793
57,-550.0,32.928871154785156
58,-570.0,32.96234130859375
59,-590.0,32.99581527709961
60,-610.0,33.02928924560547
61,-630.0,33.06276321411133
62,-650.0,33.09623336791992
63,-670.0,33.12970733642578
64,-690.0,33.16318130493164
65,-710.0,33.196651458740234
66,-730.0,33.230125427246094
67,-750.0,33.26359939575195
68,-770.0,33.29706954956055
69,-790.0,33.330543518066406
70,-810.0,33.364017486572266
71,-830.0,33.39748764038086
72,-850.0,33.43096160888672
73,-870.0,33.46443557739258
74,-890.0,33.49790954589844
75,-910.0,33.53137969970703
76,-930.0,33.56485366821289
77,-950.0,33.59832763671875
78,-970.0,33.631797790527344
79,-990.0,33.6652717590332
80,-1010.0,33.69874572753906
81,-1030.0,33.732215881347656
82,-1050.0,33.765689849853516
83,-1070.0,33.799163818359375
84,-1090.0,33.832637786865234
85,-1110.0,33.86610794067383
86,-1130.0,33.89958190917969
87,-1150.0,33.93305587768555
88,-1170.0,33.96652603149414
89,-1190.0,34.0
