,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,896033706568896.2,,493949708388727.8,
2,1.0,899397469513675.4,408172403.55635643,496354581744131.8,408172403.55635643
3,1.5,907654873656311.8,1307887626.137548,502003380240232.75,1307887626.1375477
4,2.0,920371467168989.8,2492425355.620289,510532648285275.94,2469959473.808878
5,2.5,935371368477537.2,3719892047.343829,520049257245765.3,3516998376.289592
6,3.0,947238434372217.0,4034143116.374753,526313461084935.94,3727015573.3222656
7,3.5,955713713813565.4,3738828692.158348,529907215612564.56,3494787147.842451
8,4.0,962935992628235.4,3397321752.598658,532911559661659.75,3237900548.0107517
9,4.5,968778555677304.0,2952604625.052678,535172978897026.44,2925099527.596095
10,5.0,973463295214254.9,2560751882.744814,536726457628719.7,2560751882.744814
11,5.5,977610689030830.5,2274210991.87486,538158356884447.5,2274210991.87486
12,6.0,981317530053039.5,2078102451.3196058,539580843737073.0,2078102451.3196058
13,6.5,984619144422729.0,1896729516.5073166,541007066464406.1,1896729516.5073164
14,7.0,987675609524370.2,1772034004.7660472,542514997417797.3,1772034004.7660472
15,7.5,990603892191465.1,1688545832.7692153,544118765009238.6,1688545832.769215
16,8.0,993432918536382.0,1636031335.3810778,545776214428699.9,1636031335.3810778
17,8.5,996124914571982.6,1584970092.0328934,547391821242975.4,1584970092.0328934
18,9.0,998679060802047.8,1525378514.5917356,548933619732835.06,1525378514.5917356
