,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,3999058519992729.5,,410570086278527.0,
1,0.5,3999778768735951.5,0.0,411330492976396.4,191377042.7007054
2,1.0,4005206454342801.5,1079141.3574569225,414236162209263.3,566458944.1151664
3,1.5,4021788074877297.5,162977602.37200212,418269131190650.44,1396330577.4304552
4,2.0,4050793148195176.5,802811128.6931171,419608894545175.5,2272452233.756132
5,2.5,4088639813684851.0,2082191697.6864705,416554317290445.75,2474727183.538095
6,3.0,4122990498569109.0,2997080228.9112525,411269524457390.8,2186457863.4950166
7,3.5,4147906511162778.0,3460203773.595546,408548692129635.94,1963516673.0779924
8,4.0,4166483079423252.5,3674394104.1823726,408857375837872.6,1991141906.006188
9,4.5,4181264501439392.5,3847583479.845373,409645801540433.4,2049041816.3830278
10,5.0,4193726057948729.0,3897380493.782926,410100204286643.25,2032668676.0215516
11,5.5,4204540101003676.5,3939547187.2941775,410855677265309.7,2046102998.2601743
12,6.0,4214258032730552.5,3974165659.1391535,411643581733605.6,2062988236.0583315
13,6.5,4223127789854217.0,4032543795.5608115,412321498366673.0,2055930908.5121417
14,7.0,4231264464953283.0,4054447143.8913717,413129955064206.9,2044827053.6005201
15,7.5,4238961730820492.0,4086731340.7236047,414042038493262.9,2052533889.6419969
16,8.0,4246353088580020.0,4139899040.7707324,414990864721172.25,2086976956.604998
17,8.5,4253432653538779.5,4174551122.157466,415929523626044.7,2128522606.9542701
18,9.0,4260236541370078.0,4214945189.174219,416830811259729.9,2158545612.003046
