,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895962547765686.1,,493860021047332.4,
2,1.0,899330569969686.4,434209969.4794262,496208586955438.9,434209969.47942626
3,1.5,907672812419421.0,1484763863.3303716,501842679241532.0,1412777526.7400928
4,2.0,920694289921421.0,3331125455.093307,510492165614121.44,2869475406.7082596
5,2.5,936102674164772.0,5358177695.067359,520210897950791.3,4394153561.330822
6,3.0,948282946892898.5,6751290031.220191,526734148353721.56,5229885135.4286
7,3.5,956940514737848.4,7610742327.751364,530547801141254.25,5694955990.78793
8,4.0,964348803338427.0,8302345817.200039,533887879967134.94,6183859871.484178
9,4.5,970329667590461.0,8815699656.937532,536473633544194.6,6354129037.873909
10,5.0,975095401725740.5,9191359063.400003,538291185915968.75,6354002919.749428
11,5.5,979330941571718.2,9490625977.885912,539949253649536.1,6325738548.362225
12,6.0,983131201215654.8,9731208092.567612,541547026858196.25,6287258766.206022
13,6.5,986517943131568.4,9937607647.025776,543079629378674.5,6234854712.308855
14,7.0,989682116472620.0,10125261672.026304,544669979556603.75,6205823519.067881
15,7.5,992761793853424.2,10306862902.4365,546369256579813.25,6201585788.260654
16,8.0,995780956644798.0,10535434328.24852,548143402107194.4,6266555793.956913
17,8.5,998691381603076.8,10724838484.88403,549895737756698.44,6292630524.463024
18,9.0,1001485173863533.2,10945732564.67482,551571992291265.06,6342629694.492342
