,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,893056507237963.2,,492139581923175.0,
1,0.5,893608736673383.2,,492629630389568.25,
2,1.0,896974388551957.8,408653547.3230773,495039228127532.56,408653547.3230772
3,1.5,905242265506648.0,1307848341.6571512,500699344837415.25,1307848341.6571512
4,2.0,917949426979901.8,2487795113.505022,509228252620629.75,2469010435.791274
5,2.5,932942311155881.5,3716175586.382019,518752341687496.6,3516040266.8279476
6,3.0,944802346963079.0,4032229629.85019,525018654825052.7,3728760283.408826
7,3.5,953261139286488.5,3736195795.6398444,528602617667344.4,3498256112.124008
8,4.0,960465059555205.5,3396137587.5034394,531592820024978.5,3239906165.8843427
9,4.5,966296347882338.0,2942977319.8333764,533845343461801.1,2925858045.4395547
10,5.0,970969806725488.0,2566486024.2174797,535393510281579.9,2566486024.2174797
11,5.5,975104808237843.2,2280447862.649164,536823301732707.56,2280447862.649164
12,6.0,978801754011507.5,2082296478.789144,538243728717968.6,2082296478.7891438
13,6.5,982091548424878.6,1900040913.030703,539662883806220.06,1900040913.030703
14,7.0,985133515093032.1,1772391319.8437958,541163358462596.0,1772391319.8437958
15,7.5,988043244951748.8,1688368361.773034,542759755510573.25,1688368361.773034
16,8.0,990852953926697.0,1631554565.8301942,544413535305408.6,1631554565.8301945
17,8.5,993528777689280.5,1580914538.744119,546032418447067.0,1580914538.744119
18,9.0,996065256458757.5,1521983074.2101114,547574787030953.3,1521983074.2101116
