,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805420432782652.2,,76647103441649.19,
1,0.5,805625002979058.9,,76649672198314.67,
2,1.0,807845285444684.5,,76682285473708.1,
3,1.5,813755292264661.0,,76780170644579.47,
4,2.0,823114595135586.1,131844121.4508195,76957686752642.16,9229128.812691314
5,2.5,834967563419124.4,427146060.6914195,77227496237754.83,67903883.79094407
6,3.0,846336968835062.5,729573687.1887414,77597296063849.12,92262568.12223399
7,3.5,855104490005808.5,490448388.43924284,78051475541311.88,82949340.84138846
8,4.0,861881513888412.1,396310847.5467054,78540436207487.4,65340407.03550959
9,4.5,867271138028371.5,207392123.65256414,79022337254982.3,22206762.7424246
10,5.0,871693363626845.8,,79478316366008.84,
11,5.5,875443005593428.0,,79904403412147.81,
12,6.0,878714096670337.9,,80300871339865.38,
13,6.5,881636873053830.8,,80670720864170.62,
14,7.0,884300486119615.5,,81017192715245.75,
15,7.5,886766057061273.0,,81343995051202.22,
16,8.0,889077168613073.8,,81654263613900.36,
17,8.5,891264151725483.4,,81949780465663.67,
18,9.0,893348761118472.5,,82231926801417.0,
