,day,CS1,CS2,CS3,CS3sb,CS4,CS5,AS1,AS2,LID1,LID2
0,0.5,-1.3270652294158936,-2.567838668823242,-2.9548349380493164,-3.9583163261413574,-3.0846617221832275,-1.3841748237609863,258.8606872558594,258.94757080078125,0.0176251120865345,0.01771312579512596
1,1.0,-4.461075305938721,-8.244915008544922,-8.327552795410156,-15.135144233703613,-13.960086822509766,-5.146186828613281,1702.668701171875,1703.4072265625,0.1374516487121582,0.1378348171710968
2,1.5,-6.826963901519775,-11.931598663330078,-10.227014541625977,-25.917200088500977,-28.196041107177734,-8.516641616821289,4079.014404296875,4081.03369140625,0.3354059159755707,0.33660563826560974
3,2.0,-7.073999404907227,-11.703706741333008,-6.049776554107666,-26.67972183227539,-40.45950698852539,-9.66352367401123,6260.24169921875,6263.5087890625,0.4663013815879822,0.4694391191005707
4,2.5,-5.953587055206299,-8.984722137451172,5.49616813659668,-15.944186210632324,-49.370826721191406,-8.372814178466797,7834.8173828125,7839.560546875,0.5339677333831787,0.5403804779052734
5,3.0,-3.037700653076172,-2.8023810386657715,17.17430877685547,1.7356317043304443,-47.77015686035156,-4.862034797668457,7972.2412109375,7978.4853515625,0.47243598103523254,0.4793751835823059
6,3.5,-1.511969804763794,1.4797680377960205,18.913881301879883,12.699524879455566,-41.353240966796875,-2.920140504837036,7258.7158203125,7266.27490234375,0.3323187530040741,0.3392099440097809
7,4.0,-0.5204997062683105,4.835121154785156,18.78557777404785,18.294687271118164,-35.66746520996094,-3.1416537761688232,6693.83203125,6701.72998046875,0.23245909810066223,0.2381957322359085
8,4.5,1.0689702033996582,7.247311592102051,18.677719116210938,19.255863189697266,-31.87213897705078,-3.9033710956573486,6300.14794921875,6306.14501953125,0.1694628745317459,0.17427006363868713
9,5.0,1.7106887102127075,8.099319458007812,19.208831787109375,18.919559478759766,-28.60384750366211,-3.8736674785614014,6023.3671875,6026.705078125,0.1267218142747879,0.13186417520046234
10,5.5,1.1684110164642334,8.757482528686523,19.904335021972656,19.212268829345703,-25.419776916503906,-3.728091239929199,5826.9111328125,5828.49609375,0.09804736077785492,0.10414814949035645
11,6.0,0.5382997393608093,9.56674575805664,19.668869018554688,19.403743743896484,-23.31700897216797,-3.6182632446289062,5686.7705078125,5687.7353515625,0.08089001476764679,0.08672081679105759
12,6.5,0.2673381567001343,9.803339004516602,18.567176818847656,19.53575325012207,-22.116962432861328,-3.4909756183624268,5585.884765625,5587.2568359375,0.07136472314596176,0.07646743208169937
13,7.0,0.444225937128067,9.28590202331543,16.88929557800293,19.073394775390625,-21.216339111328125,-3.4494519233703613,5512.8701171875,5514.89501953125,0.06654667109251022,0.07103822380304337
14,7.5,0.7596414089202881,8.637916564941406,15.02184009552002,17.72647476196289,-20.57986068725586,-3.3881359100341797,5460.2431640625,5462.53125,0.06444543600082397,0.06923148036003113
15,8.0,1.014397144317627,8.50546932220459,13.320789337158203,16.108421325683594,-20.492637634277344,-3.3915295600891113,5422.8046875,5425.103515625,0.06459349393844604,0.06973079591989517
16,8.5,1.2907438278198242,8.941507339477539,11.658946990966797,14.22022819519043,-21.29046630859375,-3.2844715118408203,5396.994140625,5399.1279296875,0.06632024049758911,0.07117563486099243
17,9.0,1.6704704761505127,9.4767427444458,10.174344062805176,12.538704872131348,-22.68860626220703,-3.061992645263672,5379.83740234375,5381.8974609375,0.06861729174852371,0.07333971560001373
