,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,882067536224301.5,,480065076429223.4,
1,0.5,882357182200587.0,,480218372312443.25,
2,1.0,884674968449868.8,,481467792443307.9,
3,1.5,890944625459232.6,157951298.58252147,484842978079433.7,85964961.99224272
4,2.0,900926925346108.5,1122196385.6671445,490218851139953.2,581125871.9250491
5,2.5,913633882279975.9,2288641645.0895834,497071584563572.25,1208139239.8966165
6,3.0,925963148615130.4,3401203832.733767,503740825528250.4,1839019333.01506
7,3.5,935667387742541.5,4421025066.525215,509010127096406.4,2377624415.7889733
8,4.0,943343190116775.0,5015222194.652585,513190841188403.4,2656705099.5077105
9,4.5,949581456441261.2,5532361047.021461,516595045576667.25,2951290461.29503
10,5.0,954805092063417.1,5743534378.541307,519449768074624.75,3104438581.2113266
11,5.5,959316551487956.0,6102986176.660482,521918956542841.56,3232911542.6992483
12,6.0,963321818826703.2,6418774482.748217,524112817291455.25,3416855997.544613
13,6.5,966962737497757.2,6706952417.79034,526108042451607.5,3594286705.730711
14,7.0,970338533973939.2,6808797947.47673,527958808522326.8,3679903429.781266
15,7.5,973517348602187.2,7026749674.823505,529701779688673.5,3776464108.3590994
16,8.0,976547152086420.2,7229862814.95746,531362100967888.9,3883655581.003785
17,8.5,979461480729960.5,7406011178.251085,532956578362148.6,3993683315.1543093
18,9.0,982284002834404.8,7521232433.760284,534497052230727.94,4078496448.998108
