,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805904364173960.1,,90215162943314.64,
2,1.0,807944969838562.0,0.0,91648081500429.05,401625164.28897923
3,1.5,813893568061994.5,760935.4030303955,94117181321455.83,1305893188.2509184
4,2.0,824567650524391.2,247069757.33842802,96283176006675.48,2311770733.7408595
5,2.5,839169029330746.4,1134677268.7529373,96798386004092.88,2646978685.4250774
6,3.0,852637487270390.1,1689978371.8413954,95293576847129.84,2416842695.6572695
7,3.5,862246322067433.2,1623820271.9668965,94239370836040.4,2203823385.5176506
8,4.0,869261179893770.2,1299712457.5340166,94508967997661.28,2182770213.381549
9,4.5,874754080973520.6,925993884.5155823,94943408395178.28,2132812477.741597
10,5.0,879355497459608.2,565347079.4148026,95136151903457.72,2029674278.249371
11,5.5,883334866466706.4,340819687.87217474,95422989361896.11,1938259751.9200034
12,6.0,886884041244524.5,219110406.88385677,95728226168905.62,1858321071.3111424
13,6.5,890105332386881.1,154739040.19666815,95984160261455.66,1775806123.7017808
14,7.0,893058861860828.0,132217580.47151923,96275449495627.22,1680853450.157974
15,7.5,895831117125356.6,115620777.84670353,96636542919933.86,1616163210.4713693
16,8.0,898466484931700.0,101458963.66828632,97057522419280.44,1591479748.185123
17,8.5,900992986417514.1,96457276.27102232,97474405009958.3,1574644126.5691853
18,9.0,903437752730511.8,92511478.05689788,97852453694238.44,1555498146.3963385
