,depthsRC,IniProfile
0,-2.5,2.2076923847198486
1,-7.5,6.240482807159424
2,-12.5,10.273273468017578
3,-17.5,14.306063652038574
4,-22.5,17.50245475769043
5,-27.5,20.69884490966797
6,-32.5,21.660839080810547
7,-37.5,22.622835159301758
8,-42.5,23.584829330444336
9,-47.5,24.546825408935547
10,-52.5,25.3206729888916
11,-57.5,26.094520568847656
12,-62.5,26.86836814880371
13,-67.5,27.642215728759766
14,-72.5,28.102516174316406
15,-77.5,28.562816619873047
16,-82.5,29.023117065429688
17,-87.5,29.483417510986328
18,-92.5,29.94371795654297
19,-97.5,30.40401840209961
20,-102.5,30.624408721923828
21,-107.5,30.844799041748047
22,-112.5,31.065187454223633
23,-117.5,31.28557777404785
24,-122.5,31.50596809387207
25,-127.5,31.726356506347656
26,-132.5,31.946746826171875
27,-137.5,32.167137145996094
28,-142.5,32.38752746582031
29,-147.5,32.60791778564453
30,-152.5,32.76357650756836
31,-157.5,32.91923522949219
32,-162.5,33.074893951416016
33,-167.5,33.230552673339844
34,-175.0,33.79706573486328
35,-185.0,34.36357879638672
36,-195.0,34.93009567260742
37,-205.0,35.23372268676758
38,-215.0,35.537353515625
39,-225.0,35.84098434448242
40,-235.0,36.144615173339844
41,-245.0,36.448246002197266
42,-255.0,36.75187683105469
43,-270.0,37.359134674072266
44,-290.0,37.96639633178711
45,-310.0,38.4696159362793
46,-330.0,38.97283172607422
47,-350.0,39.476051330566406
48,-370.0,39.979270935058594
49,-390.0,40.48249053955078
50,-410.0,40.761863708496094
51,-430.0,41.04124069213867
52,-450.0,41.320613861083984
53,-470.0,41.59999084472656
54,-490.0,41.87936782836914
55,-510.0,42.135677337646484
56,-530.0,42.391990661621094
57,-550.0,42.6483039855957
58,-570.0,42.90461349487305
59,-590.0,43.160926818847656
60,-610.0,43.41400146484375
61,-630.0,43.66707992553711
62,-650.0,43.9201545715332
63,-670.0,44.17323303222656
64,-690.0,44.426307678222656
65,-710.0,44.51368713378906
66,-730.0,44.6010627746582
67,-750.0,44.68844223022461
68,-770.0,44.77581787109375
69,-790.0,44.863197326660156
70,-810.0,44.91079330444336
71,-830.0,44.95838928222656
72,-850.0,45.00598907470703
73,-870.0,45.053585052490234
74,-890.0,45.1011848449707
75,-910.0,45.148780822753906
76,-930.0,45.19637680053711
77,-950.0,45.24397659301758
78,-970.0,45.29157257080078
79,-990.0,45.339168548583984
80,-1010.0,45.30659866333008
81,-1030.0,45.274024963378906
82,-1050.0,45.241451263427734
83,-1070.0,45.20887756347656
84,-1090.0,45.17630386352539
85,-1110.0,45.14373016357422
86,-1130.0,45.11115646362305
87,-1150.0,45.078582763671875
88,-1170.0,45.0460090637207
89,-1190.0,45.01343536376953
