,depthsRC,IniProfile
0,-2.5,32.05565643310547
1,-7.5,32.1967887878418
2,-12.5,32.33791732788086
3,-17.5,32.47904968261719
4,-22.5,32.58893966674805
5,-27.5,32.698829650878906
6,-32.5,32.81100845336914
7,-37.5,32.923187255859375
8,-42.5,33.035362243652344
9,-47.5,33.14754104614258
10,-52.5,33.223873138427734
11,-57.5,33.300209045410156
12,-62.5,33.37654113769531
13,-67.5,33.452877044677734
14,-72.5,33.50198745727539
15,-77.5,33.55110168457031
16,-82.5,33.600215911865234
17,-87.5,33.64932632446289
18,-92.5,33.69844055175781
19,-97.5,33.747554779052734
20,-102.5,33.76218795776367
21,-107.5,33.776824951171875
22,-112.5,33.79145812988281
23,-117.5,33.80609130859375
24,-122.5,33.82072830200195
25,-127.5,33.83536148071289
26,-132.5,33.84999465942383
27,-137.5,33.86463165283203
28,-142.5,33.87926483154297
29,-147.5,33.893898010253906
30,-152.5,33.8989143371582
31,-157.5,33.9039306640625
32,-162.5,33.90894317626953
33,-167.5,33.91395950317383
34,-175.0,33.92173767089844
35,-185.0,33.92951202392578
36,-195.0,33.93729019165039
37,-205.0,33.94200134277344
38,-215.0,33.94670867919922
39,-225.0,33.951419830322266
40,-235.0,33.95613098144531
41,-245.0,33.96084213256836
42,-255.0,33.965553283691406
43,-270.0,33.974971771240234
44,-290.0,33.98439407348633
45,-310.0,33.99673843383789
46,-330.0,34.00908279418945
47,-350.0,34.02142333984375
48,-370.0,34.03376770019531
49,-390.0,34.046112060546875
50,-410.0,34.05535888671875
51,-430.0,34.06460189819336
52,-450.0,34.073848724365234
53,-470.0,34.083091735839844
54,-490.0,34.09233474731445
55,-510.0,34.102333068847656
56,-530.0,34.11233139038086
57,-550.0,34.12232971191406
58,-570.0,34.132328033447266
59,-590.0,34.14232635498047
60,-610.0,34.15869140625
61,-630.0,34.175052642822266
62,-650.0,34.19141387939453
63,-670.0,34.2077751159668
64,-690.0,34.22413635253906
65,-710.0,34.236961364746094
66,-730.0,34.249786376953125
67,-750.0,34.262611389160156
68,-770.0,34.27543640136719
69,-790.0,34.28826141357422
70,-810.0,34.29743576049805
71,-830.0,34.30660629272461
72,-850.0,34.31578063964844
73,-870.0,34.324951171875
74,-890.0,34.33412551879883
75,-910.0,34.34329605102539
76,-930.0,34.35246658325195
77,-950.0,34.36164093017578
78,-970.0,34.370811462402344
79,-990.0,34.37998580932617
80,-1010.0,34.38609313964844
81,-1030.0,34.39220428466797
82,-1050.0,34.3983154296875
83,-1070.0,34.404422760009766
84,-1090.0,34.4105339050293
85,-1110.0,34.41664123535156
86,-1130.0,34.422752380371094
87,-1150.0,34.42885971069336
88,-1170.0,34.43497085571289
89,-1190.0,34.441078186035156
