,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,2448127426029031.0,,1346981436851814.0,
1,0.5,2449447607881709.0,,1348053944332941.5,
2,1.0,2457776375930456.5,406786447.71817577,1354348748745434.5,406786447.71817577
3,1.5,2481808936034842.0,1467660463.0721893,1372468692239973.5,1407816048.8372717
4,2.0,2525027279546651.0,3442225372.2766924,1405226096804731.2,2974689928.354212
5,2.5,2578519865184652.0,5797591952.678019,1444017449330885.8,4722500203.310442
6,3.0,2616112989015127.0,7521339885.110224,1466147241531873.2,5817012119.771507
7,3.5,2638988265206313.0,8660118785.441336,1476247032406093.5,6454601096.185037
8,4.0,2658965871155628.5,9559495035.964947,1485806635990914.0,6997383544.15402
9,4.5,2674518816974151.0,10244580176.251204,1492578613280038.0,7147661870.276936
10,5.0,2685846125457774.0,10638643834.468342,1496169150853592.0,7125312117.412857
11,5.5,2695885786534067.0,11081973311.664078,1499282520720642.0,7156774396.900082
12,6.0,2704798616596203.5,11425423249.258547,1502041548406114.8,7152501398.140011
13,6.5,2712453826199768.5,11712189289.288712,1504285219574409.0,7131137688.86579
14,7.0,2719621673215584.0,12001897621.41904,1506706564329919.2,7111938017.905313
15,7.5,2726919516706829.0,12272346553.343285,1509770513794186.0,7139084212.270783
16,8.0,2734412989742522.0,12532601664.23492,1513423650997145.8,7212991774.095823
17,8.5,2741747093137698.0,12785688993.963547,1517221213186235.5,7273957796.4259615
18,9.0,2748800414600274.0,13052176799.166557,1520937882717617.5,7346430442.949017
