,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805778450944753.8,,90117381988402.55,
2,1.0,807810970119346.8,5.960464477539063e-08,91436843186821.58,430318052.90125257
3,1.5,813891927871803.9,7859247.733553648,93766720575563.38,1375985560.52395
4,2.0,824834071675899.6,788392920.5906758,95843260847473.6,2401546862.0309486
5,2.5,839845143647454.6,2413157050.5592318,96216790954441.88,2721200664.017106
6,3.0,853702910457287.5,3824202323.952936,94508331208431.06,2516521823.361061
7,3.5,863506286972993.6,4656080229.301687,93343539826432.12,2357186414.1436386
8,4.0,870613752962083.4,5123666396.838469,93628165877154.75,2423153317.570903
9,4.5,876139999404093.8,5395153672.837746,94077491437304.8,2492964698.1999097
10,5.0,880723576756783.0,5581276688.031674,94264256995373.62,2484149614.0699167
11,5.5,884650047148398.4,5719382198.507583,94579821694306.17,2494191799.6719675
12,6.0,888137304501071.5,5747887951.865038,94901008994636.03,2508662431.3431315
13,6.5,891296359266960.0,5749092723.57476,95139412451716.72,2496555622.7303
14,7.0,894183590927765.0,5737557207.612563,95425375301526.52,2483840542.3985395
15,7.5,896902118528777.6,5716977580.746767,95790656234720.14,2497545439.425083
16,8.0,899505505221236.5,5688586427.608201,96207163903537.56,2532735598.8095503
17,8.5,902008777961753.9,5658300933.991595,96613291915158.16,2565054198.498275
18,9.0,904434039130993.6,5619176206.975443,96979612219390.92,2590447171.191632
