,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,6475195318575361.0,,611408774010610.8,
1,0.5,6477909696852690.0,,611351717166544.0,
2,1.0,6488868541608747.0,,610837726137795.0,
3,1.5,6520354309324479.0,248338546.06378683,609439230046058.1,31704986.22769621
4,2.0,6570542458974279.0,982680595.1137406,607221956027509.1,166656058.61148986
5,2.5,6634114307234717.0,1827959574.7477124,604664150377359.1,343873583.3683822
6,3.0,6695667746780558.0,2789697154.44127,602940261046095.8,489878928.0706737
7,3.5,6743918347008309.0,3564183894.240981,602646006332509.0,621862673.2876862
8,4.0,6782045076258030.0,3890480291.6696143,603263941848196.0,703556579.7395558
9,4.5,6813075794050614.0,4403808668.457642,604360993272556.4,799883604.9405425
10,5.0,6839157049207527.0,4585964376.526208,605686345918837.2,840629570.9899256
11,5.5,6861799613378250.0,4808027597.691988,607109088341164.0,875505881.5482786
12,6.0,6882006684853208.0,4962474135.2742,608558492312976.2,906069865.9935383
13,6.5,6900455976074586.0,5247946889.578636,609998407664428.8,944185454.8301177
14,7.0,6917621485531230.0,5331237451.887567,611406581346081.9,989552306.9940865
15,7.5,6933821663338832.0,5534980566.350054,612774432492760.0,1017857178.6285226
16,8.0,6949273390232952.0,5674098071.117445,614103841011497.6,1043818038.650234
17,8.5,6964127398502901.0,5896131776.939555,615397833344133.1,1076158233.9604032
18,9.0,6978491776624808.0,5970071981.12033,616658614570333.6,1104973614.9653482
