,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805855770769582.4,,90106776996103.75,
2,1.0,807916045020417.4,-5.960464477539063e-08,91414524949269.03,434209969.47942626
3,1.5,813946508974065.2,103806193.03034616,93726303445355.69,1380957670.3000255
4,2.0,824904485927858.4,925324136.1441388,95789803993562.6,2405801318.949168
5,2.5,839959843669639.1,2630350563.1012115,96142830495132.9,2727827131.9661474
6,3.0,853880893239864.9,4224598150.4703207,94402053653033.66,2526691880.7498703
7,3.5,863721192084453.8,5238719578.820898,93219322653394.56,2372022748.930465
8,4.0,870840979799478.5,5855374920.247059,93507823538948.56,2446970896.9529805
9,4.5,876366595505030.8,6298740079.885102,93963072085430.2,2516959577.05243
10,5.0,880943853114262.5,6679761219.681932,94151548611477.97,2511597843.7180715
11,5.5,884859424067037.6,6964379354.2121525,94471517504680.66,2526246623.673759
12,6.0,888335975736492.0,7178268557.92822,94795225479162.7,2552939534.639392
13,6.5,891486648375854.0,7395127768.499237,95031294755714.44,2542479878.526539
14,7.0,894366310601850.0,7583052391.800301,95315805870770.06,2542209280.2260036
15,7.5,897077188209318.4,7733147683.251062,95684605644105.88,2573715219.185438
16,8.0,899675557522131.5,7896224292.90727,96105399122666.56,2639210035.341249
17,8.5,902175837464446.9,8037880309.465636,96515544138629.88,2686958175.418393
18,9.0,904598726712780.2,8211324676.492817,96886447150753.03,2734407888.1820025
