,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,896027635649303.1,15238464.030995047,493918475966941.75,15238464.030995047
2,1.0,899409251521919.5,495136937.0611832,496308453178561.1,495136937.0611832
3,1.5,907891753751596.1,1618409276.9849954,502056161633043.25,1547609183.6999087
4,2.0,920980070502570.8,3555123453.9797244,510749276860115.5,3086144878.047345
5,2.5,936486227124239.8,5659383206.342333,520555971306387.7,4685960743.19118
6,3.0,948826799818101.2,7135754606.438427,527258688975102.9,5606807524.095627
7,3.5,957581686769814.2,8113658130.543442,531194238877673.25,6180688340.57145
8,4.0,965013125810754.8,8858041490.38126,534534971692927.75,6603644612.304681
9,4.5,971039093298259.5,9466013285.31437,537130817646324.6,6754630767.666761
10,5.0,975840969750849.0,9867087079.302452,538974406987345.25,6779068423.538041
11,5.5,980084435352563.2,10166879906.313236,540650928324783.0,6770682859.93317
12,6.0,983897808218961.8,10425423888.879074,542276107097069.1,6724705411.200519
13,6.5,987303425215278.0,10657006326.087887,543832482301373.6,6695956249.274251
14,7.0,990473374969441.5,10856795773.682814,545423243735200.4,6671186169.721174
15,7.5,993547686603474.4,11067402205.369968,547105414531985.5,6677578491.2313175
16,8.0,996560919970729.5,11309298693.36036,548856195063817.4,6706099798.119074
17,8.5,999469368830594.5,11523233048.7639,550588092337618.25,6732351205.619045
18,9.0,1002265855954424.1,11726612563.97837,552250993550332.5,6779947277.422777
