,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,879685673374497.0,,478768748059708.9,
1,0.5,879890042534299.8,,478878267490795.5,
2,1.0,882137634062433.2,,480086357689297.1,
3,1.5,888142037537421.5,,483316730723757.25,
4,2.0,897676844981803.2,141263311.07781696,488452286047117.06,69276974.48753825
5,2.5,909797606134341.8,495789740.51124346,494995074756592.1,264033662.3672999
6,3.0,921535134263332.2,821221332.009329,501358322045977.1,390419875.10653675
7,3.5,930755433939378.5,573747234.861974,506384723929116.06,308176597.39132035
8,4.0,938019828270374.6,460621363.5818042,510363889020528.5,228865285.43786076
9,4.5,943889026600648.0,230005205.3393896,513590244332061.25,98454367.46266788
10,5.0,948764564434990.5,30624734.948977865,516278187445169.25,5057400.64325321
11,5.5,952936971635993.2,,518585418691792.6,
12,6.0,956600388387861.2,,520615597542521.25,
13,6.5,959888468334754.8,,522440609875216.6,
14,7.0,962894227160189.2,,524110318599482.1,
15,7.5,965682066386583.5,,525658185833719.25,
16,8.0,968298305153339.5,,527106783197240.6,
17,8.5,970775573424939.5,,528471548602787.6,
18,9.0,973136849704833.1,,529764061211541.6,
