,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,263222931759254.88,,33486309594361.008,
1,0.5,263238416119893.28,0.0,33539306288619.73,5336335.094765257
2,1.0,263743352600800.03,0.0,33698588443661.707,470015815.106581
3,1.5,265287805219684.25,109709717.78265071,33887683413076.055,1360880036.413305
4,2.0,267942117564323.6,900779994.8862762,33923616818635.29,2356847536.998789
5,2.5,271483187696981.06,2544427203.144862,33624338584955.688,2706146030.689023
6,3.0,274881950264481.72,3984640763.3868876,33026049484138.656,2512921091.8184032
7,3.5,277439431383496.97,4938329646.0156765,32643920008273.023,2358910293.7916775
8,4.0,279417042752375.3,5592963563.8201885,32567312843542.766,2433844888.6708946
9,4.5,281047435221732.22,6032147992.382334,32560691037013.973,2500722634.439208
10,5.0,282466268239751.1,6348502401.320397,32535916289468.75,2497111743.332221
11,5.5,283726911998858.25,6645479749.434561,32556460776451.746,2505529770.130422
12,6.0,284884884331051.5,6884785888.55275,32589759025808.47,2523458376.709673
13,6.5,285961720637410.1,7090234435.377176,32619187205125.734,2511829838.2796884
14,7.0,286961102623311.06,7262483453.190575,32672325192023.383,2511380113.6877747
15,7.5,287920814109403.56,7421923165.226324,32735664522203.82,2540379688.4055266
16,8.0,288856448247145.75,7567534074.819082,32798562629351.883,2589078087.4024634
17,8.5,289755547233085.06,7724327807.051531,32866955196527.516,2647207764.757425
18,9.0,290611679640303.0,7875962211.0823345,32946198733947.062,2687589863.5157757
