,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895895832915027.0,,493827566910063.25,
2,1.0,899247813280897.1,430318052.9012526,496176320562180.9,430318052.90125257
3,1.5,907658648090101.5,1383844808.2575037,501854311477525.5,1383844808.2575037
4,2.0,920677331608381.5,3189939782.6216245,510504138636569.25,2814843209.829497
5,2.5,936061933004670.8,5134357714.576338,520209807646753.9,4263822957.88207
6,3.0,948211240001184.9,6340724147.313997,526709739554054.2,4995539628.863403
7,3.5,956849825049208.8,7013266643.445326,530510711363318.5,5372853745.494416
8,4.0,964241916726953.0,7546819714.409371,533817493262936.8,5697262807.5016575
9,4.5,970217488247731.8,7888118371.037655,536372126812755.25,5927727743.566612
10,5.0,974987830550920.5,8065426302.101591,538167932629109.9,5861308183.188944
11,5.5,979229864962444.2,8213573998.17955,539810433244702.8,5796053356.572552
12,6.0,983038308982278.0,8256550383.208169,541395500827916.25,5702788840.787485
13,6.5,986435766561958.5,8245648346.30506,542920606098065.5,5571613159.861869
14,7.0,989608960284082.5,8221397750.011103,544498668662881.1,5458811325.639773
15,7.5,992692767985791.2,8214523020.17185,546178720859921.75,5373047526.634198
16,8.0,995712661602267.8,8221322026.417751,547927378568593.1,5318809607.722174
17,8.5,998622061242329.5,8223355132.48987,549647732852784.6,5277316172.852455
18,9.0,1001413641909451.1,8209623378.167074,551285863116686.4,5243199678.599035
