,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,4978950336160878.0,,2738829350738782.0,
1,0.5,4981676148940880.0,,2740662884404114.0,
2,1.0,4989965968018674.0,445393719.24329054,2746394626749183.0,445393719.2432906
3,1.5,5012916337281193.0,1476982262.301746,2761064460297073.0,1404995925.7114673
4,2.0,5048956427611498.0,3309641793.0176373,2783370077526356.0,2844275735.6274977
5,2.5,5092107868720507.0,5360756515.823233,2808211927292248.0,4373619900.313409
6,3.0,5128956507571520.0,6699816594.639427,2828189801450339.0,5197960609.388863
7,3.5,5157296715302164.0,7550003178.713557,2843435180826461.5,5669414052.976456
8,4.0,5181929624935174.0,8276204928.893198,2856660899619350.0,6169729914.692734
9,4.5,5202756322241432.0,8819260942.372488,2866692654624744.0,6355697307.555173
10,5.0,5220410898536879.0,9163880089.287144,2873707138562681.5,6363674573.543109
11,5.5,5236491128213917.0,9486100816.945889,2879929351046103.0,6338802829.065759
12,6.0,5251310200218761.0,9718112640.596241,2886121705529119.0,6303952577.357423
13,6.5,5264945604126134.0,9922891313.416843,2892172823694724.0,6243271738.517149
14,7.0,5277842825104250.0,10118374070.00317,2898212310901231.5,6225928764.531609
15,7.5,5290335687142327.0,10308814163.437096,2904408183489844.0,6224922178.620346
16,8.0,5302489629031548.0,10545269257.987701,2910854453359928.0,6294055732.524719
17,8.5,5314218343207182.0,10756405797.234383,2917393224643483.5,6320941464.358714
18,9.0,5325517337623132.0,10954908392.164322,2923851117224275.0,6363389129.168238
