,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,7178043790774641.0,,3948322528151280.0,
1,0.5,7181708360835304.0,6565370.938656408,3950903537680898.5,6565370.938656408
2,1.0,7196048144866161.0,475752661.8617984,3960830551152189.0,475752661.8617984
3,1.5,7233776730013784.0,1476773567.5326126,3985326518294321.0,1404787230.9423337
4,2.0,7292369071194832.0,3247600252.8940573,4022509431089225.0,2794413382.1226068
5,2.5,7361873656317318.0,5202999385.285173,4064016686309998.5,4243151751.860144
6,3.0,7419340893040770.0,6414414219.172552,4094703260463936.0,4998293595.627693
7,3.5,7462228385136520.0,7161570055.413294,4115644196442424.0,5408042306.536759
8,4.0,7499210790554354.0,7884882146.599102,4133916346959738.0,5881754094.99573
9,4.5,7529878367073867.0,8355227172.03162,4148033804072801.0,6108772054.5400915
10,5.0,7555237357406680.0,8688415729.098253,4158068442805679.5,6135184159.3085785
11,5.5,7578074872904785.0,8938819472.645163,4167112728087231.0,6121645776.812169
12,6.0,7598877355194668.0,9197567408.563263,4176023732830115.0,6064464084.422561
13,6.5,7617771561276518.0,9379351905.894814,4184698131832776.0,6013618153.317568
14,7.0,7635532632771225.0,9554561973.782793,4193466206270531.5,5982066142.257002
15,7.5,7652737247022749.0,9746340296.406166,4202551049063725.5,5981801427.838782
16,8.0,7669497745769402.0,9905940412.078411,4211949510911823.0,6003950981.681634
17,8.5,7685647871628450.0,10121813288.158949,4221326007472562.0,6061630574.929777
18,9.0,7701175653478746.0,10298486956.804825,4230424853198281.0,6103864717.901254
