,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,292325140709075.25,,159097898123982.0,
1,0.5,292350462906673.25,,159111397806600.5,
2,1.0,292854397927821.1,,159381079223694.5,
3,1.5,294283110753041.4,274588858.0487083,160146448691453.06,139839377.59149766
4,2.0,296573064637716.4,1147913082.5315304,161377060023348.56,606327691.0365256
5,2.5,299537570383282.06,2211778742.9472475,162977171534974.34,1182019752.7113113
6,3.0,302494657834014.9,3350616530.7028656,164582517312533.8,1788432030.9841588
7,3.5,304912620811635.1,4247381885.5756054,165903260895615.06,2278610471.3904147
8,4.0,306914648168280.1,4660770974.841955,167001020153464.88,2498740790.2807016
9,4.5,308617454308181.4,5280668654.161387,167935500691979.12,2828714149.137342
10,5.0,310106892121278.2,5598324476.096265,168753165239267.8,2996866882.8240013
11,5.5,311446396491937.1,5739394813.895764,169488573713534.97,3092286002.86391
12,6.0,312676896163022.0,6068245287.358498,170162899684014.78,3228462353.722096
13,6.5,313825870783272.25,6269045970.481881,170790837918700.2,3358006511.656577
14,7.0,314912874539061.4,6527716368.922382,171383277318446.56,3498779815.8517103
15,7.5,315951161511143.06,6696730118.080166,171947633235392.06,3594758472.1129994
16,8.0,316949977006043.4,6923125201.198071,172489094212782.3,3718465594.5410967
17,8.5,317915746492119.0,7058475407.633673,173011222902869.75,3802419910.0904775
18,9.0,318853045135098.5,7236741536.959208,173516725207796.1,3907583792.3796787
