,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,896045426225044.9,,493954172981000.25,
2,1.0,899412071274297.5,407426235.7074948,496363100862286.0,407426235.70749474
3,1.5,907715180744545.2,1306119077.2731915,502038158026929.3,1306119077.2731915
4,2.0,920456617526371.5,2502852571.0182214,510578636398793.9,2469629382.3497095
5,2.5,935477708681799.5,3732378804.5877438,520106794768760.25,3520622370.176245
6,3.0,947357395039525.4,4063674732.2631483,526377498477342.5,3733564655.0940266
7,3.5,955839317483030.5,3750021122.3279757,529970726384210.9,3492867210.8910723
8,4.0,963070159164844.9,3410391126.2634516,532980209306398.2,3244541780.001023
9,4.5,968928505359376.2,2968214474.976369,535254252161055.75,2919038242.670707
10,5.0,973632635807746.5,2555735539.1076136,536824413841966.3,2555735539.107614
11,5.5,977802893897346.8,2271710566.5111814,538274788203531.06,2271710566.5111814
12,6.0,981536917334679.9,2074329183.0951483,539714332889656.25,2074329183.095148
13,6.5,984869665711759.8,1903220606.948345,541156526823815.0,1903220606.9483452
14,7.0,987958558369113.5,1786988298.8084278,542681226733715.4,1786988298.808428
15,7.5,990921680262944.4,1704594632.97057,544304713131978.9,1704594632.9705703
16,8.0,993791168055374.1,1645382856.030362,545987585372702.6,1645382856.0303621
17,8.5,996528110128393.5,1590827099.0110824,547633571038567.6,1590827099.0110822
18,9.0,999130074149804.6,1541733007.341048,549209167011571.1,1541733007.341048
