,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,263149059518559.28,,29176081190515.98,
1,0.5,263181635627867.06,,29168827278806.18,
2,1.0,263753339080003.34,,29101058847817.78,
3,1.5,265353107083170.22,247735111.18920392,28930003669871.152,26853746.85950441
4,2.0,267896853085378.62,981257023.9200405,28676211552337.76,166656058.61148986
5,2.5,271153024858790.16,1867905159.5788653,28384545524491.906,343873583.3683822
6,3.0,274336868225267.56,2843747717.7141747,28157789608747.3,506868812.9886907
7,3.5,276870850140558.22,3600366678.3920636,28041770671076.902,647015207.1835418
8,4.0,278916289599280.62,3942692069.742257,27998358568999.51,718078905.0996978
9,4.5,280618186864474.75,4475380728.9170475,27999267443706.625,805287925.2443398
10,5.0,282080119333839.5,4733910555.826504,28026772787438.715,864413920.2697606
11,5.5,283375864218719.1,4847614753.888396,28070532273218.023,891780060.0073682
12,6.0,284552763726375.1,5146003134.680079,28124132436646.875,922242152.6784182
13,6.5,285642297272393.1,5305880914.475596,28183573510879.105,963165056.0062848
14,7.0,286666897507648.44,5517304155.428659,28245977031412.93,1010412213.4937229
15,7.5,287641531020959.2,5655797241.008938,28309630490183.89,1040932877.0712279
16,8.0,288576140696468.75,5847910667.499408,28373836309574.65,1075214533.6986628
17,8.5,289477512385320.7,5960503100.897099,28438234106798.297,1097972306.7365746
18,9.0,290350499349315.06,6103898122.701393,28502545785783.465,1132843414.2578144
