,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895967825230832.0,,493861376865776.8,
2,1.0,899283926998784.6,437580236.9071172,496190336159505.9,437580236.9071171
3,1.5,907692835419956.6,1490207603.9378319,501867378687024.6,1419407510.6527455
4,2.0,920739767279686.4,3365031388.4580755,510528905875009.6,2893219932.443208
5,2.5,936159197881916.2,5401846533.866699,520255461346200.2,4419295896.923177
6,3.0,948345837923583.2,6788482939.480794,526795653914387.9,5261135079.440546
7,3.5,957005331721774.5,7722631749.700899,530614669163476.75,5808659309.843721
8,4.0,964410747245380.8,8482706536.27269,533924060229488.44,6275797378.099262
9,4.5,970395822309013.8,9066468487.373604,536479802751822.44,6446961306.666716
10,5.0,975162687034173.2,9499807066.340738,538284012066552.4,6485040919.691933
11,5.5,979393162911054.5,9825973859.274261,539940664876011.25,6481120403.049738
12,6.0,983188862390296.2,10109719278.781252,541547428017206.6,6463806856.45571
13,6.5,986570289983504.5,10363984518.28614,543092101204012.25,6463490710.173012
14,7.0,989720553041994.6,10560225123.382301,544686929666707.25,6440318407.008568
15,7.5,992781509587327.2,10775206809.025322,546386505394561.25,6442796085.765892
16,8.0,995783061095239.4,11059372780.700142,548161847821345.6,6519775231.734438
17,8.5,998676019297698.1,11296063979.133846,549915982410274.06,6581587899.81296
18,9.0,1001450497516141.0,11530056847.5202,551592286516952.25,6647480656.735834
