,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,7735061240718106.0,,675469838772230.5,
1,0.5,7735150826575132.0,0.0,675527110845316.2,9947544.785063656
2,1.0,7735678399666627.0,0.0,675707008891665.9,490132200.59622407
3,1.5,7737300533638770.0,111689593.74889588,675914335055993.5,1389854499.5981166
4,2.0,7740085906595004.0,883170468.8216176,675899658528049.8,2336761696.613134
5,2.5,7743750283020431.0,2387187655.1634455,675504249891047.0,2590742056.32596
6,3.0,7747181203188927.0,3639458120.928117,674914877746312.0,2347502280.400687
7,3.5,7749736828672803.0,4334600704.52003,674596739115614.2,2156903481.646002
8,4.0,7751688944620448.0,4806427069.519084,674580311335046.0,2210786781.814719
9,4.5,7753279025063235.0,5101381401.671078,674626992776238.2,2272717812.7366304
10,5.0,7754643353424160.0,5356303272.927028,674655697301543.6,2272080794.1670294
11,5.5,7755842630540254.0,5547940608.374498,674718694190535.5,2281588005.862905
12,6.0,7756931777011173.0,5678892314.576888,674787465853967.8,2298368590.0595093
13,6.5,7757931959219804.0,5819836922.77029,674849404186162.2,2290481657.654888
14,7.0,7758852693115629.0,5922091409.042021,674927641103839.2,2285487389.0929666
15,7.5,7759726433590758.0,6025727262.204966,675014038479861.9,2308698722.1807046
16,8.0,7760565924339886.0,6106743022.670949,675101530294728.0,2353822952.4308643
17,8.5,7761368598187049.0,6207081792.450023,675188723923748.6,2401335974.8475657
18,9.0,7762137339644776.0,6296985703.53746,675274043290100.1,2440610904.7696953
