,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895968254507523.5,,493867916073388.6,
2,1.0,899333733883618.2,429788170.4225651,496220683479122.4,429788170.4225651
3,1.5,907673247472169.4,1422197875.5345159,501859408504207.9,1384055862.9468532
4,2.0,920668900759077.6,3189127930.010126,510498675801308.6,2814466721.2084947
5,2.5,936045632563473.8,5135109449.189568,520201723628712.3,4265368192.5558176
6,3.0,948198862822616.0,6336711162.7897625,526705391823580.4,4994330158.608661
7,3.5,956842834540282.2,7011915433.406545,530509434484311.25,5372028267.577524
8,4.0,964237741377751.2,7545483074.662573,533817328683519.75,5697058413.6102
9,4.5,970214345849165.5,7888229947.394963,536372111777200.75,5924564620.977873
10,5.0,974984510297805.8,8066959463.964813,538167346856835.44,5862623098.562828
11,5.5,979225444045241.6,8206620308.598482,539808464495474.9,5794540588.54699
12,6.0,983033055758085.0,8248358837.6640415,541393102687469.5,5702432159.567741
13,6.5,986429878001172.5,8237338803.757024,542917605830082.5,5570675384.542896
14,7.0,989601475930353.0,8212007545.820579,544494827175185.06,5451023474.703215
15,7.5,992683416362968.8,8202065996.061439,546173503398381.25,5361558988.58895
16,8.0,995702200111538.5,8224671377.09164,547921857801733.9,5316809969.277852
17,8.5,998610701143267.4,8207816973.431995,549641935684815.4,5273307117.94369
18,9.0,1001400738763379.5,8206108851.24611,551279200022596.0,5239499223.352288
