,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,296709241353615.9,,163481998768522.62,
1,0.5,296777722408513.0,5336335.094765257,163552313045181.5,5336335.094765257
2,1.0,297441941044461.75,470015815.106581,163999405597092.3,470015815.106581
3,1.5,299175488632760.3,1470589754.1959558,165092491849613.5,1398603417.6056771
4,2.0,301865734382958.9,3257627531.885065,166738265322927.2,2801776828.868204
5,2.5,305107526281936.75,5250573233.833885,168573507673164.78,4282483227.574465
6,3.0,307907999748620.4,6497561855.205291,170107865545683.25,5069272566.383971
7,3.5,310083351391770.0,7297239939.807354,171350671555046.8,5500400322.252612
8,4.0,311984355595918.06,8026808452.491083,172424888362772.62,5994611607.360119
9,4.5,313608126258746.2,8532870626.821542,173225318080733.97,6210985631.662142
10,5.0,315002184529219.9,8845614144.652618,173771772005477.62,6213799060.919823
11,5.5,316283372775310.0,9151009519.564983,174253352983961.3,6217148762.689608
12,6.0,317474643356860.0,9408244265.262423,174737256732650.44,6177759813.17845
13,6.5,318580907842535.9,9602064273.656864,175209515175746.12,6112261397.279067
14,7.0,319633427815334.44,9773863566.87835,175678802217157.56,6083092642.210241
15,7.5,320656478631607.4,9962302853.631851,176163299286041.97,6085030640.712678
16,8.0,321655010876497.6,10156612162.221546,176676558459033.84,6118380138.417612
17,8.5,322622502429612.56,10371535571.808956,177208242816191.5,6176799408.048163
18,9.0,323557878374250.06,10563552074.59811,177743307523667.3,6223258581.023454
