,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,882067536224301.5,,480065076429223.4,
1,0.5,882279853540150.8,,480179173036686.0,
2,1.0,884626894263413.6,,481442294341052.1,
3,1.5,890891660391879.4,155981351.41460955,484813562946937.7,83995014.8243308
4,2.0,900838045456217.0,907011512.666971,490169808277370.8,487067199.764392
5,2.5,913507248016399.2,2084067815.140162,497001694478205.9,1106710398.1596193
6,3.0,925790293285920.9,3234259576.7553473,503646249674804.5,1723895563.223401
7,3.5,935448827159703.8,3869200077.2021904,508891255472006.4,2032000588.3595018
8,4.0,943085832562428.4,4407851992.337044,513052094837773.25,2339828311.4488816
9,4.5,949290520120343.0,4630901299.27989,516439754673303.5,2467679567.3011103
10,5.0,954484898866886.2,4746327885.751621,519280360062978.0,2552279459.443199
11,5.5,958970163606566.0,4817772457.98769,521737279302960.4,2588851176.695454
12,6.0,962951085599341.2,4868699437.083809,523920199144361.9,2624955497.196499
13,6.5,966568499532873.4,4917486471.265297,525905474588717.6,2638622858.5157876
14,7.0,969920349515352.8,4937804584.058628,527746555282370.94,2650781904.436139
15,7.5,973074479617507.4,4972765620.422907,529480060718172.0,2646037264.286542
16,8.0,976078850316139.0,4990390551.902087,531130578968944.0,2657642434.31481
17,8.5,978966222357506.0,5000944329.771459,532714085888906.9,2674062842.6280227
18,9.0,981759903183407.0,4997553502.194833,534242188276128.0,2688902626.8948903
