,day,TronShelfwHole,HCWonShelfwHole,TronHole,HCWonHole
0,0.0,805639269232047.6,,89799100855719.88,
1,0.5,805862948709893.5,0.0,90164686939409.6,15238464.030995047
2,1.0,807882096724816.6,0.0,91527154797102.86,495136937.0611832
3,1.5,813997305513703.5,101860296.28860235,93894448237892.66,1516548980.696393
4,2.0,825016753694960.2,969908045.7194123,95963316807610.53,2585215408.260312
5,2.5,840140555934459.1,2742298150.8660436,96345671189780.62,2917085055.4762893
6,3.0,854085671150604.4,4363943868.727411,94741128667496.89,2771810737.711015
7,3.5,863923672048676.2,5446442147.495939,93658014721138.0,2667215983.047502
8,4.0,871047868029933.4,6121072217.243851,93965257780821.4,2736969273.137409
9,4.5,876579277217691.1,6659699972.959753,94459816080568.34,2806313312.3546166
10,5.0,881155301004470.5,7060779329.403549,94685668746378.44,2806307749.8989024
11,5.5,885070970885783.8,7346668709.021428,95013464466779.53,2820211197.291808
12,6.0,888545152714362.8,7586329412.364389,95352655504598.97,2839094476.514685
13,6.5,891694210808602.4,7815950935.357028,95609214406675.62,2841055390.730859
14,7.0,894569993214682.6,8010446882.903833,95903381754758.9,2846348890.7789807
15,7.5,897270625177687.2,8200294128.555844,96277061425787.16,2867108076.814124
16,8.0,899860822587092.5,8398257272.928833,96700097383637.03,2911041420.4315267
17,8.5,902356872926873.0,8570925942.316047,97112495903721.53,2952307106.447854
18,9.0,904777511949695.4,8745205404.600203,97488344004728.78,2981407159.3781686
