,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,879685673374497.0,,478768748059708.9,
1,0.5,879892700160162.2,,478879685824940.6,
2,1.0,882218796776132.0,,480130033186895.5,
3,1.5,888455697995258.0,155981351.41460955,483485699949904.0,83995014.8243308
4,2.0,898379589264004.1,894933178.7837045,488830245429004.0,487067199.764392
5,2.5,911033360741141.0,2084068210.645882,495655248697225.94,1106710793.665339
6,3.0,923312706181491.4,3233975231.492217,502299630055319.9,1723611217.960271
7,3.5,932972384208987.8,3869408242.451605,507547138300240.1,2032208753.6089163
8,4.0,940609265867835.8,4407319248.674664,511709250883505.5,2339295567.7865014
9,4.5,946812250105754.8,4631877542.989027,515096995143768.9,2468655811.0102463
10,5.0,952004044939299.2,4748841442.162638,517936815225952.0,2554793015.8542156
11,5.5,956485709336564.9,4814513941.156855,520392226053087.1,2593495667.9513416
12,6.0,960461880716830.2,4872249846.942954,522573094645534.5,2628505907.055643
13,6.5,964073879225932.2,4913310769.688784,524556152782818.06,2643306452.8497686
14,7.0,967420372702425.5,4942369911.14083,526395381071110.7,2655976691.002069
15,7.5,970568747469608.2,4964580718.215099,528127388545284.8,2646651313.6037893
16,8.0,973566542209684.2,4994515951.027361,529776598858687.25,2661767833.4400826
17,8.5,976447129749334.6,5015368903.935738,531359258416774.06,2689589410.742238
18,9.0,979233614171753.6,5001234913.074898,532886827908082.6,2696300584.350747
