,day,TronShelf,HCWonShelf,TronCV,HCWonCV
0,0.0,895438370087767.5,,493435910292689.4,
1,0.5,895895832933156.2,,493827566916522.9,
2,1.0,899247813306168.4,430318052.9012526,496176320590963.0,430318052.90125257
3,1.5,907658648447367.2,1383844808.2575037,501854311619486.56,1383844808.2575037
4,2.0,920677332523373.2,3189939782.6216245,510504139028920.75,2814843209.829497
5,2.5,936061934601896.5,5134357714.576338,520209808139894.0,4263822957.88207
6,3.0,948211241665718.5,6340724147.313997,526709740112088.56,4995539628.863403
7,3.5,956849826799425.8,7013266643.445326,530510712092241.9,5372853745.494416
8,4.0,964241918839238.1,7546819714.409371,533817494306788.0,5697262807.5016575
9,4.5,970217490841398.5,7888118371.037655,536372128262230.25,5927727743.566612
10,5.0,974987833752156.6,8065426302.101591,538167934530712.1,5861308183.188944
11,5.5,979229868842704.5,8213573998.17955,539810435749020.44,5796053356.572552
12,6.0,983038313495707.5,8256550383.208169,541395503840974.6,5702788840.787485
13,6.5,986435771718676.8,8245648346.30506,542920609626820.3,5571613159.861869
14,7.0,989608966229291.5,8221397750.011103,544498672681916.8,5458811325.639773
15,7.5,992692774763497.8,8214523020.17185,546178725286882.5,5373047526.634198
16,8.0,995712669124774.1,8221322026.417751,547927383461185.6,5318809607.722174
17,8.5,998622069876912.0,8223355132.48987,549647738281365.3,5277316172.852455
18,9.0,1001413651350384.5,8209623378.167074,551285869035086.75,5243199678.599035
